"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2.89111581178236,0.00252438170384241,0.227669698461861,0.126966842396845,0.000697608218747303,0.69885769616406,0.0182458098628413,2.75073422856723e-05
"2",10.5428295916476,0.00416990226847294,0.425807113469423,0.27297514164596,0.00131011278420991,1.77828859333084,0.0657185722934427,4.94481907962331e-05
"3",4.76185664803437,0.00564827648184281,0.331841636666077,0.158892954638558,0.000996973951060468,0.473123062295353,0.0324439787956122,3.5038005164876e-05
"4",4.26093056088089,0.00672040799949591,0.21860249588501,0.0615973656484045,0.0020138098822449,0.410397100626519,0.0263745469825408,3.35063322918053e-05
"5",7.09185095921852,0.00483075166074192,0.388260395857168,0.311117277430344,0.00141539603234764,1.48569533938678,0.0446824414913789,4.8258358090324e-05
"6",3.00689888369626,0.00592975995358312,0.196199979325116,0.0536650598444781,0.00125237811438692,0.648442427864845,0.0185318450777884,2.56625169377104e-05
"7",2.42102178700628,0.00297632463666528,0.16782240276421,0.0531123631465403,0.00080724480404915,0.304566665614442,0.0162592295028429,2.20251464264982e-05
"8",3.8048715603096,0.0388059416418698,0.196574776276161,0.0549106344774217,0.00160401495499298,0.437383657807996,0.025115471082968,3.15299690581809e-05
"9",2.84372560349187,0.00322251444632915,0.208265378081185,0.0628716668056313,0.00119910386718191,0.344299920874568,0.0195411817943327,2.8101157487302e-05
"10",6.84948900494852,0.0408439205968883,0.481523895696894,0.343889439325636,0.00636412138286102,0.75011498599692,0.0845466520066332,0.000101854853872505
"11",3.59695411219372,0.0143767906291607,0.211778980526311,0.0639551947636619,0.001627044704741,0.486310480087675,0.0239864379997723,3.46570190133002e-05
"12",2.99832536152659,0.00835296524367171,0.183672459051155,0.0526230352969555,0.0014181650775017,0.328744480544003,0.0203225598006584,2.65306687304073e-05
