-5.2468,0.0038991,0.091509,-0.22136,0.0011398,-1.5365,0.01768,8.1287e-05,-39.886,0.00017207,0.74141,-0.34933,0.00030825,-3.1916,0.24885,2.6497e-05,13.116,-0.012146,1.1199,-0.4689,-0.00073469,0.044428,-0.092189,6.882e-05,-2.401,-0.011418,-0.92119,0.30191,-0.0024746,-1.1327,0.019915,2.2168e-06,-27.537,0.013737,0.12287,-0.77893,-0.0027589,-2.4974,0.18565,-5.7029e-05,-7.8887,-0.022697,0.19422,0.0086441,0.00083609,-1.5453,0.039946,7.4836e-05,15.819,-0.012457,-0.08108,-0.19368,-0.0016418,0.4848,-0.10042,-5.8732e-06,0.70609,-0.0386,-1.2378,0.14952,0.0019535,-1.5295,-0.020186,-9.7743e-06,23.172,-0.0042725,0.18659,-0.18614,-0.0023033,0.66105,-0.15201,-1.2594e-05,1.0729,0.029492,0.82113,-0.36285,0.0069164,-1.0075,-0.072601,6.0026e-05,1.8091,-0.015891,-0.46889,0.12733,0.00016702,-0.91698,-0.020697,3.6261e-05,17.19,-0.034968,0.32584,0.24476,-0.00085813,-0.28745,-0.11965,3.2403e-06
-8.5098,0.0089187,-0.32268,-0.36256,0.00064026,-1.4147,0.044287,6.7865e-05,-38.11,-0.0028143,0.025247,-0.26334,0.00047327,-3.7495,0.24143,-1.0977e-05,12.777,-0.013681,1.0998,-0.41297,2.9583e-05,-0.044888,-0.09121,-1.3647e-05,3.9086,-0.00049452,-1.2483,0.35137,-0.0040976,-0.58174,-0.016738,-1.6726e-05,-35.316,0.017205,0.45394,-0.63204,-0.0031691,-3.858,0.23402,9.7179e-05,-3.7077,-0.016295,0.703,0.037262,-0.0025274,-1.5056,0.026098,5.1759e-05,13.445,-0.010784,-0.1838,-0.24489,-0.00089117,0.99129,-0.088131,2.4694e-05,-2.1444,-0.044373,-0.8988,0.16781,0.0014636,-1.0954,-0.00067383,6.1704e-05,27.363,-0.0039142,0.40531,-0.23042,-0.0037539,1.1416,-0.17493,-2.8704e-05,2.3941,0.031975,0.75936,0.061799,0.0082661,-0.63773,-0.0887,4.4172e-05,0.84822,-0.030728,-0.468,-0.0022428,-0.00078455,-1.3236,-0.0079054,5.089e-05,15.535,-0.037407,0.2733,0.20322,-0.0038165,-0.17199,-0.092118,-1.7564e-05
-6.3884,0.010385,0.044657,-0.34806,-0.00050362,-1.2741,0.033485,7.6902e-05,-46.69,-0.0051724,0.29839,-0.26073,0.0027737,-3.8882,0.28592,-1.9632e-05,18.572,-0.0086595,1.4636,-0.45605,-0.00016419,0.3899,-0.13389,-7.567e-06,9.5754,6.1635e-05,-1.4324,0.30717,-0.0055989,-0.35412,-0.044585,-7.8398e-05,-41.871,0.01293,-0.45497,-0.69405,-0.0018136,-3.2341,0.27859,3.2883e-05,-5.3356,-0.015627,0.1511,0.067606,-0.0010332,-0.72583,0.031013,3.9614e-05,15.599,-0.012429,-0.29597,-0.21979,-0.0015988,0.61451,-0.096956,-2.031e-05,-8.5744,-0.046293,-1.0774,0.13871,0.003714,-1.72,0.036111,-2.7267e-05,28.18,0.0020954,0.25075,-0.14263,-0.0037507,1.2176,-0.18008,-5.1005e-05,0.71724,0.035013,0.30794,-0.25173,0.0064068,-0.83992,-0.064741,-1.6039e-06,7.7155,-0.019534,-0.54277,0.010153,-0.001714,-0.77736,-0.051519,0.00010356,17.954,-0.029763,0.46245,0.17326,-0.0053196,0.22314,-0.10018,-5.9147e-05
-8.9814,0.0057701,-0.47373,-0.46547,0.0010102,-2.6304,0.045029,0.00010839,-36.626,-0.0024008,0.058269,-0.45843,-0.00063968,-4.6101,0.23712,5.0687e-05,15.163,-0.020101,0.72679,-0.7742,-0.00059403,0.06021,-0.10132,-4.9868e-06,5.2788,0.0037059,-1.637,0.38124,-0.0018574,-0.60123,-0.037795,-7.3653e-06,-34.454,0.021183,-0.72461,-0.98821,-0.0030051,-4.4307,0.23314,7.8791e-05,-4.0474,-0.017628,-0.071095,0.0096726,-0.00026034,-1.8955,0.018526,9.0244e-05,17.246,-0.017161,-0.3917,-0.26273,0.0011921,0.39195,-0.12103,-4.4162e-05,-1.785,-0.035836,-0.55053,0.12924,0.00041171,-1.6293,0.0032438,4.636e-06,25.436,-0.00040707,0.37394,-0.091892,-0.0023616,1.2713,-0.17053,4.0992e-06,4.8911,0.035627,0.082967,-0.049595,0.006465,-0.95479,-0.09512,3.7615e-05,2.9407,-0.026283,-0.45698,0.030722,-0.0022101,-1.2866,-0.015141,4.3039e-05,13.131,-0.016635,0.2015,0.25688,-0.001454,-0.28356,-0.087767,-6.1215e-06
-6.8567,0.0044536,-0.43713,-0.67716,0.00063282,-1.6456,0.033803,8.2913e-05,-37.063,-0.0010084,0.086667,-0.29237,0.00053114,-4.0166,0.23167,2.4219e-05,15.967,-0.020648,1.1653,-0.63932,-0.0025549,-0.15769,-0.098951,4.2197e-06,2.9095,-0.0044196,-0.66218,0.39855,-0.0020597,-0.12928,-0.02193,3.622e-08,-27.755,0.0094149,0.28544,-1.0882,-0.004855,-3.5576,0.20023,-2.326e-05,-4.7165,-0.018527,0.47032,-0.024408,-0.0029047,-1.1014,0.035505,5.7095e-05,14.559,-0.011051,-0.22554,-0.27159,-0.0023951,1.0895,-0.08657,-6.0162e-07,1.7903,-0.017113,-0.29405,0.1775,0.00066444,-0.84731,-0.024966,2.4076e-05,24.996,-0.0072974,0.18892,-0.2065,-0.0001892,0.88136,-0.17434,-6.5605e-05,11.159,0.035047,0.1114,-0.0671,0.0054615,-0.31098,-0.12843,-1.126e-05,-3.8949,-0.019475,-0.66453,0.035143,-0.0011798,-2.0379,0.028828,-1.4983e-05,15.764,-0.021864,0.39498,0.25459,-0.0016649,0.24675,-0.10643,-1.5808e-05
-10.368,0.0013848,0.29963,-0.57376,0.0022264,-2.4457,0.042383,0.00014971,-26.301,-0.0042408,-0.042094,-0.30573,-6.317e-06,-4.4813,0.16658,2.6111e-05,19.768,-0.015616,1.1255,-0.66939,-0.0019837,0.26698,-0.132,0.00010653,7.7685,0.00048681,-0.67935,0.35482,-0.0027263,-0.64436,-0.048209,-4.8261e-05,-31.352,0.0070942,0.30462,-0.90649,-0.0014631,-4.201,0.20699,-7.0269e-05,-5.4454,-0.013689,0.14933,-0.0035231,-0.0021469,-2.0259,0.038222,8.6821e-05,19.185,-0.012739,-0.28098,-0.26091,-0.00035438,0.70713,-0.1284,-5.1132e-06,-9.2163,-0.036505,-0.70125,0.12734,0.00010698,-2.0463,0.056621,-2.9209e-05,23.872,-0.0020842,0.16304,-0.20872,-0.0016022,0.95547,-0.15897,-8.4197e-05,1.1067,0.029254,0.24919,-0.3886,0.005977,-1.2608,-0.062114,1.3654e-06,7.6373,-0.021536,-0.56067,0.062476,-0.0042929,-0.75102,-0.037009,2.2646e-05,18.142,-0.033346,0.38709,0.20585,0.00039373,0.34293,-0.13291,3.1995e-06
-10.359,0.0053615,-0.2104,-0.32913,0.00079333,-2.4341,0.053672,8.2276e-05,-25.841,-0.00063098,0.85566,-0.44829,-0.0014728,-3.7903,0.16689,1.1215e-05,17.527,-0.019195,1.2571,-0.44494,-0.0011059,-0.46601,-0.12221,7.6713e-05,-1.0306,-0.017199,-0.54938,0.33321,0.00039056,-0.48012,-0.0049931,-1.7306e-05,-20.76,0.01143,0.21931,-1.0036,-0.005539,-4.4476,0.15823,-6.4467e-05,-5.0493,-0.02081,0.26682,-0.056646,-0.0040494,-1.3887,0.044502,5.3259e-05,15.492,-0.015167,-0.070626,-0.1735,-0.0003925,0.23466,-0.10448,2.2759e-05,0.3568,-0.030511,-0.97102,0.12182,-0.00078789,-0.54311,-0.0046882,5.9341e-05,25.625,-0.0020424,0.61168,-0.20811,-0.0029459,1.3842,-0.16743,-5.5697e-05,6.3186,0.033905,0.099369,-0.24586,0.0055685,-0.71637,-0.094675,-3.3821e-05,2.7288,-0.020844,-0.48272,0.065263,0.00075813,-1.0331,-0.027896,1.3824e-05,13.757,-0.049059,0.52479,0.21114,-0.00074233,-0.0015394,-0.096807,7.4064e-06
-7.365,0.0028747,0.077696,-0.38181,0.00081313,-2.0145,0.033944,8.6605e-05,-35.496,-0.0023536,0.0046148,-0.47016,-0.00049919,-4.642,0.2266,0.00015048,15.695,-0.019053,0.54865,-0.56684,-0.00030611,-0.013178,-0.10609,6.0161e-07,5.51,-0.0111,-1.0953,0.34398,-0.0034803,-0.14038,-0.030107,1.1946e-05,-26.262,0.009126,0.53787,-0.80447,-0.0035053,-3.4962,0.18085,-2.0107e-05,-12.045,-0.031073,0.24205,-0.012446,-0.0012172,-2.013,0.076813,9.6259e-05,13.946,-0.011977,-0.2001,-0.093338,0.0002898,0.4681,-0.097204,-9.7817e-06,-5.2851,-0.050243,-0.79642,0.1186,-0.0003745,-1.6742,0.032793,-1.0447e-05,25.557,-5.4891e-05,-0.16066,-0.24447,-0.0025421,0.9824,-0.16353,-8.1852e-05,7.9198,0.02964,0.38009,-0.34442,0.0056561,-0.57353,-0.10603,-4.3366e-05,-0.85661,-0.018013,-0.44335,0.093824,0.0011522,-1.0667,-0.0090354,7e-05,17.081,-0.04853,0.30377,0.28217,-0.0025629,0.061096,-0.11002,-1.6278e-05
-7.5952,0.0034398,-0.54203,-0.30674,0.00012907,-2.0154,0.042429,8.593e-05,-31.27,0.0011682,0.28763,-0.5237,-0.00055619,-4.0882,0.19812,7.3823e-05,17.515,-0.021496,1.2187,-0.50067,0.0002712,-0.12785,-0.12619,7.0698e-05,-1.1518,-0.011294,-0.87796,0.3589,-0.0025044,-0.68443,0.012028,-1.5622e-05,-21.911,0.011725,-0.17361,-0.51026,-0.0053795,-3.7787,0.16581,-1.6701e-05,-5.7863,-0.019386,0.21858,0.088367,-0.0043037,-1.3257,0.050911,7.1042e-05,11.65,-0.017645,-0.14666,-0.19707,-0.00034303,0.3281,-0.078896,3.4873e-05,-2.8311,-0.036003,-0.52689,0.16202,-0.0010673,-1.3007,0.019013,-2.6335e-05,21.093,-0.0053247,0.67375,-0.16115,-0.0027386,1.2834,-0.13839,-3.6552e-05,0.42793,0.037969,0.25713,-0.29953,0.0061759,-0.7949,-0.060526,2.3308e-05,1.8303,-0.024382,-0.32827,0.050648,-0.00013189,-1.1691,-0.017744,2.4888e-05,21.615,-0.051181,0.66329,0.23663,-0.0010956,0.69764,-0.14913,-6.9106e-05
-4.5041,-0.00032974,-0.12383,-0.30942,0.00040414,-0.90053,0.01884,8.0762e-05,-41.331,0.003454,0.32996,-0.16661,0.0011189,-4.5148,0.255,4.7828e-05,17.754,-0.018952,0.80236,-0.66376,-0.0013715,0.45733,-0.11824,8.2859e-05,-4.2026,-0.012325,-1.0698,0.27114,-0.0029991,-0.5639,0.035694,1.2475e-07,-37.098,0.010043,-0.40318,-0.23826,-0.00085431,-2.8607,0.24186,2.1329e-05,-8.3103,-0.019066,-0.025293,-0.0020147,-0.0025411,-1.5587,0.061984,1.6872e-05,14.487,-0.016939,-0.14839,-0.20133,-0.0010011,0.86609,-0.093888,7.3054e-06,-2.9722,-0.063921,-0.47358,0.12628,-8.7468e-05,-0.64008,0.013034,1.7534e-05,21.325,0.0014104,0.58441,-0.16472,-0.0029446,1.6459,-0.13892,-3.7037e-05,5.3072,0.027695,0.70525,-0.42887,0.005734,0.4491,-0.092301,3.724e-05,2.8859,-0.022876,-0.52554,0.039339,-0.00062743,-0.27245,-0.02454,5.4304e-05,18.841,-0.04479,0.29907,0.28702,-0.0022466,0.10379,-0.12493,-1.7778e-06
