437.57,1.2545,-0.15658,-0.44283,-0.70755,20.93,-5.6742,-1.5074,1.2545,0.11139,0.13035,-0.092647,0.016241,0.042959,-0.038635,-0.0088309,-0.15658,0.13035,0.79333,-0.30023,0.040447,0.010788,-0.031546,-0.030253,-0.44283,-0.092647,-0.30023,0.25963,-0.055855,-0.0042983,0.043673,0.019326,-0.70755,0.016241,0.040447,-0.055855,0.075917,-0.05179,-0.0086828,-0.0026137,20.93,0.042959,0.010788,-0.0042983,-0.05179,1.115,-0.24877,-0.05341,-5.6742,-0.038635,-0.031546,0.043673,-0.0086828,-0.24877,0.13376,0.016607,-1.5074,-0.0088309,-0.030253,0.019326,-0.0026137,-0.05341,0.016607,0.065578
304.97,-2.0098,1.7417,0.28365,0.60233,23.922,-2.9525,-0.10856,-2.0098,0.13384,-0.080172,0.025614,-0.060694,-0.24462,-0.027651,-0.0076832,1.7417,-0.080172,0.684,-0.193,0.17651,0.24556,0.056759,-0.078294,0.28365,0.025614,-0.193,0.18413,-0.031491,-0.0036005,-0.022673,0.033313,0.60233,-0.060694,0.17651,-0.031491,0.20366,0.22461,0.027682,-0.0029339,23.922,-0.24462,0.24556,-0.0036005,0.22461,2.3683,-0.3049,0.012135,-2.9525,-0.027651,0.056759,-0.022673,0.027682,-0.3049,0.16345,0.0063763,-0.10856,-0.0076832,-0.078294,0.033313,-0.0029339,0.012135,0.0063763,0.054566
331.94,-0.61706,5.248,0.066564,2.5285,20.933,-1.7779,-2.0926,-0.61706,0.043736,0.035606,-0.018124,-0.011471,-0.032054,-0.0080828,-0.0073105,5.248,0.035606,0.74529,-0.2221,0.009013,0.28228,-0.04828,-0.068714,0.066564,-0.018124,-0.2221,0.15584,-0.0080449,0.019066,-0.0084956,0.033457,2.5285,-0.011471,0.009013,-0.0080449,0.10227,0.15041,0.021354,-0.049893,20.933,-0.032054,0.28228,0.019066,0.15041,1.4319,-0.10142,-0.13813,-1.7779,-0.0080828,-0.04828,-0.0084956,0.021354,-0.10142,0.088067,0.003114,-2.0926,-0.0073105,-0.068714,0.033457,-0.049893,-0.13813,0.003114,0.066216
389.3,0.19114,5.8494,4.7524,1.2492,35.444,-1.2866,0.91832,0.19114,0.053418,0.0077674,0.026707,0.0026071,0.022698,-0.0060655,-0.030294,5.8494,0.0077674,0.46428,-0.065593,-0.047188,0.51649,0.01332,-0.0015221,4.7524,0.026707,-0.065593,0.24183,0.079016,0.38868,-0.026821,0.0012221,1.2492,0.0026071,-0.047188,0.079016,0.11563,0.11675,-0.021044,0.019949,35.444,0.022698,0.51649,0.38868,0.11675,3.3431,-0.10645,0.073221,-1.2866,-0.0060655,0.01332,-0.026821,-0.021044,-0.10645,0.089388,-0.019593,0.91832,-0.030294,-0.0015221,0.0012221,0.019949,0.073221,-0.019593,0.073148
438.83,-3.7551,1.9569,1.5123,-1.2651,27.627,-1.8334,1.5321,-3.7551,0.14504,-0.063941,-0.018621,0.001312,-0.085966,0.011652,-0.048258,1.9569,-0.063941,0.25165,-0.12744,0.015023,-0.050345,0.019749,-0.0027898,1.5123,-0.018621,-0.12744,0.33356,0.0086861,0.10475,-0.0083209,-0.049567,-1.2651,0.001312,0.015023,0.0086861,0.082677,-0.12863,0.019092,-0.040867,27.627,-0.085966,-0.050345,0.10475,-0.12863,2.3912,-0.12027,0.18222,-1.8334,0.011652,0.019749,-0.0083209,0.019092,-0.12027,0.058137,-0.0094312,1.5321,-0.048258,-0.0027898,-0.049567,-0.040867,0.18222,-0.0094312,0.16681
234.21,-1.7298,-1.301,2.6877,-0.50596,23.378,-0.92935,-0.89951,-1.7298,0.14351,0.03957,-0.08801,-0.046275,-0.10478,-0.05151,0.050238,-1.301,0.03957,0.28403,-0.14941,0.023548,-0.16955,0.074786,-0.010899,2.6877,-0.08801,-0.14941,0.29124,0.056134,0.21007,-0.025307,-0.038542,-0.50596,-0.046275,0.023548,0.056134,0.1275,-0.14316,0.065641,-0.047602,23.378,-0.10478,-0.16955,0.21007,-0.14316,2.4679,-0.16766,-0.034424,-0.92935,-0.05151,0.074786,-0.025307,0.065641,-0.16766,0.12357,-0.035285,-0.89951,0.050238,-0.010899,-0.038542,-0.047602,-0.034424,-0.035285,0.085353
324.51,1.2878,5.9646,2.0952,-1.5653,36.106,-3.5199,-0.21129,1.2878,0.069024,-0.0018431,0.018445,-0.014381,0.13121,0.00025218,-0.00016563,5.9646,-0.0018431,0.44158,0.039225,-0.02755,0.62221,-0.080852,-0.039414,2.0952,0.018445,0.039225,0.11906,-0.010385,0.32607,-0.031908,-0.0094521,-1.5653,-0.014381,-0.02755,-0.010385,0.052239,-0.17383,0.01647,-0.0067777,36.106,0.13121,0.62221,0.32607,-0.17383,4.2558,-0.41481,-0.035806,-3.5199,0.00025218,-0.080852,-0.031908,0.01647,-0.41481,0.074105,0.0060381,-0.21129,-0.00016563,-0.039414,-0.0094521,-0.0067777,-0.035806,0.0060381,0.073788
156.68,0.045053,0.53928,2.0981,0.84787,15.252,-2.272,-0.042204,0.045053,0.14698,0.044612,-0.042148,-0.052873,0.023769,0.040441,-0.0093804,0.53928,0.044612,0.26129,-0.058192,-0.0050111,0.050914,0.032656,0.048871,2.0981,-0.042148,-0.058192,0.16391,0.076094,0.19895,-0.059244,-0.026907,0.84787,-0.052873,-0.0050111,0.076094,0.117,0.076219,-0.043374,-0.013938,15.252,0.023769,0.050914,0.19895,0.076219,1.5972,-0.25109,-0.020014,-2.272,0.040441,0.032656,-0.059244,-0.043374,-0.25109,0.14483,0.0064631,-0.042204,-0.0093804,0.048871,-0.026907,-0.013938,-0.020014,0.0064631,0.061567
176.13,-2.7857,1.0803,1.0874,1.2092,16.926,-0.75161,0.7114,-2.7857,0.14655,0.017013,0.059515,-0.051603,-0.23112,-0.026265,-0.03236,1.0803,0.017013,0.23405,-0.053101,-0.049426,0.0042216,-0.046314,-0.00033952,1.0874,0.059515,-0.053101,0.1898,-0.0094842,0.19772,-0.013001,-0.0053406,1.2092,-0.051603,-0.049426,-0.0094842,0.096787,0.12602,0.049045,0.024211,16.926,-0.23112,0.0042216,0.19772,0.12602,1.8186,-0.04263,0.10349,-0.75161,-0.026265,-0.046314,-0.013001,0.049045,-0.04263,0.10575,0.037634,0.7114,-0.03236,-0.00033952,-0.0053406,0.024211,0.10349,0.037634,0.077452
272.29,-0.1011,0.24055,4.1241,-0.25204,20.298,-1.4988,-1.3712,-0.1011,0.059154,0.029201,0.010101,0.0052907,-0.0082448,0.0016382,-0.01542,0.24055,0.029201,0.31353,-0.048552,0.027313,-0.086917,0.0046149,-0.013721,4.1241,0.010101,-0.048552,0.23678,-0.00059448,0.22343,-0.050807,-0.08562,-0.25204,0.0052907,0.027313,-0.00059448,0.064599,-0.0096902,-0.011554,0.0045341,20.298,-0.0082448,-0.086917,0.22343,-0.0096902,1.7807,-0.064483,-0.056871,-1.4988,0.0016382,0.0046149,-0.050807,-0.011554,-0.064483,0.074851,0.019361,-1.3712,-0.01542,-0.013721,-0.08562,0.0045341,-0.056871,0.019361,0.082248
272.75,1.323,1.7836,1.6642,-2.0737,20.288,-2.0296,-1.8093,1.323,0.050851,0.010336,0.008634,-0.045346,0.053447,-0.0083658,-0.026116,1.7836,0.010336,0.14864,-0.023682,-0.015988,-0.013018,-0.032611,-0.016569,1.6642,0.008634,-0.023682,0.10137,-0.057974,0.11827,0.0030418,-0.013403,-2.0737,-0.045346,-0.015988,-0.057974,0.17918,0.0040835,-0.040211,0.055445,20.288,0.053447,-0.013018,0.11827,0.0040835,1.9969,-0.17494,-0.074554,-2.0296,-0.0083658,-0.032611,0.0030418,-0.040211,-0.17494,0.093396,-8.6204e-05,-1.8093,-0.026116,-0.016569,-0.013403,0.055445,-0.074554,-8.6204e-05,0.073244
224.03,0.31117,0.56691,0.59155,-0.96912,16.588,-0.32813,-0.83144,0.31117,0.085525,-0.035929,-0.0086676,0.025582,0.079882,-0.016847,0.0061157,0.56691,-0.035929,0.23484,-0.059203,-0.046997,0.017044,-9.0592e-05,0.064011,0.59155,-0.0086676,-0.059203,0.089577,-0.011726,-0.016118,0.0022258,-0.016431,-0.96912,0.025582,-0.046997,-0.011726,0.12938,0.043307,-0.017109,-0.030725,16.588,0.079882,0.017044,-0.016118,0.043307,1.5729,-0.030301,-0.09736,-0.32813,-0.016847,-9.0592e-05,0.0022258,-0.017109,-0.030301,0.072155,-0.019754,-0.83144,0.0061157,0.064011,-0.016431,-0.030725,-0.09736,-0.019754,0.096824
584.65,0.63187,-4.3363,3.4362,-0.15162,37.877,-3.1474,-0.26959,0.63187,0.10195,0.094023,-0.030162,-0.0058178,-0.019301,-0.0088772,-0.014672,-4.3363,0.094023,0.79687,-0.17874,-0.089617,-0.50999,0.022274,0.042299,3.4362,-0.030162,-0.17874,0.094584,0.0022811,0.25024,-0.0032006,-0.012527,-0.15162,-0.0058178,-0.089617,0.0022811,0.11176,0.068336,-0.012709,-0.0133,37.877,-0.019301,-0.50999,0.25024,0.068336,2.777,-0.19695,-0.03627,-3.1474,-0.0088772,0.022274,-0.0032006,-0.012709,-0.19695,0.090586,-0.011327,-0.26959,-0.014672,0.042299,-0.012527,-0.0133,-0.03627,-0.011327,0.050596
179.84,-2.3004,-0.99506,0.80377,-1.0367,12.59,-0.42982,0.30663,-2.3004,0.16394,0.043642,0.0087155,-0.011587,-0.14575,0.034844,-0.0057684,-0.99506,0.043642,0.36099,-0.11798,-0.004998,-0.0027348,0.036072,-0.030687,0.80377,0.0087155,-0.11798,0.21141,-0.041581,-0.057614,-0.00096737,0.044927,-1.0367,-0.011587,-0.004998,-0.041581,0.074627,-0.047946,-0.019164,-0.014957,12.59,-0.14575,-0.0027348,-0.057614,-0.047946,1.0693,-0.028534,-0.01251,-0.42982,0.034844,0.036072,-0.00096737,-0.019164,-0.028534,0.044052,-0.0076551,0.30663,-0.0057684,-0.030687,0.044927,-0.014957,-0.01251,-0.0076551,0.05827
199.33,0.1643,-7.7878,3.3566,-0.42903,18.39,0.19408,2.2828,0.1643,0.18162,-0.074242,0.076121,0.014074,-0.060995,0.0029256,-0.082864,-7.7878,-0.074242,1.9349,-0.36111,0.17285,-0.82279,-0.21004,-0.17167,3.3566,0.076121,-0.36111,0.23277,-0.034819,0.28914,0.01954,-0.024538,-0.42903,0.014074,0.17285,-0.034819,0.093611,-0.078581,-0.039568,-0.058351,18.39,-0.060995,-0.82279,0.28914,-0.078581,1.8832,0.030458,0.27854,0.19408,0.0029256,-0.21004,0.01954,-0.039568,0.030458,0.089386,0.061589,2.2828,-0.082864,-0.17167,-0.024538,-0.058351,0.27854,0.061589,0.19018
