-0.2869,0.019381,0.81681,-0.34579,0.076717,-1.0799,-0.062577,-0.085183
1.3076,0.046201,0.046304,-0.046566,-0.10728,-0.93415,-0.049231,0.02004
-0.16036,0.030974,-0.088236,-0.20613,-0.015052,-0.78609,0.11662,0.013099
0.12755,-0.076957,-0.33828,-0.059741,0.15931,-1.3395,0.12633,0.043949
-1.0804,-0.082393,0.059378,0.033818,-0.15187,-1.4102,0.13162,0.077516
-0.48511,-0.16563,0.17484,-0.17062,0.025428,-1.4877,0.024875,-0.17513
0.6841,0.058044,0.044024,-0.28182,-0.010059,-1.2301,-0.0060511,-0.020105
0.99308,-0.060151,-0.0038272,-0.1968,-0.052013,-1.2282,0.15548,0.053114
-1.3125,0.097987,-0.070291,0.035783,-0.18024,-1.1923,-0.10312,-0.12278
-0.13748,-0.069001,-0.21868,-0.086761,-0.024493,-0.39016,-0.01951,0.006133
0.22983,0.046535,-0.09745,0.038624,-0.084185,-1.5122,-0.082269,-0.028639
0.48826,-0.065769,-0.32892,0.028525,-0.041081,-1.7156,0.10623,0.094678
-0.77163,0.011775,0.12012,-0.096642,0.018864,-0.995,-0.035851,0.1587
-0.82487,0.17432,0.25223,-0.079533,0.03217,-0.71412,0.034926,-0.082093
-0.089917,0.0085546,-0.012246,-0.20768,-0.012747,-1.1435,-0.095694,-0.080722
0.064611,0.046691,-0.23614,-0.062911,-0.096778,-0.98762,0.16926,-0.081678
-0.56464,0.077102,-0.12305,-0.24852,-0.0053733,-1.3909,-0.16407,0.044063
0.35164,-0.045226,-0.20257,-0.071081,0.033398,-1.1304,-0.086221,-0.0031878
-0.83356,-0.019904,0.046369,-0.18671,0.094826,-0.85665,0.01365,-0.05208
2.9248,0.042555,-0.31134,-0.095592,-0.037787,-0.4602,-0.022293,-0.077776
1.4186,-0.041536,0.12692,-0.019576,0.026232,-0.72347,0.025475,0.040015
0.19633,0.022999,-0.10551,-0.16484,-0.062673,-1.2793,0.044193,-0.024951
-0.39072,0.04427,0.32122,-0.19292,-0.032204,-0.83637,0.028334,0.048481
-1.4322,0.076913,-0.00068729,-0.2631,-0.063874,-1.0814,-0.016898,0.0079862
0.78148,0.026901,0.14427,-0.0043521,0.12133,-1.0369,-0.011239,-0.039156
-1.2561,-0.15272,-0.19075,0.02155,0.018552,-0.66723,-0.094391,-0.071926
-0.073451,0.01891,-0.034691,-0.14294,0.07379,-1.1158,0.055272,0.1174
2.3581,0.080789,-0.31808,-0.089276,-0.051132,-0.81254,-0.016124,0.04058
-0.31224,-0.10243,0.077387,-0.034816,0.06237,-0.9856,0.10414,0.057364
-1.113,0.089123,0.15957,-0.18123,0.065647,-1.0303,0.058047,0.077601
1.6692,-0.1211,0.17204,-0.12045,0.049145,-0.94678,0.10098,0.090373
0.65368,-0.030419,0.0070917,-0.13127,-0.072685,-0.37512,0.05106,-0.086874
0.86829,0.043107,0.046177,-0.060342,0.030623,-1.4776,-0.069546,-0.11173
0.44893,-0.048995,-0.1392,-0.072547,-0.072768,-1.2062,0.14666,0.083111
0.44003,-0.034652,0.37622,0.042516,-0.028968,-0.69949,-0.1151,-0.070982
-0.38145,0.0013407,0.14834,-0.1164,0.079416,-0.76692,-0.016933,-0.014497
0.31326,-0.075551,0.33282,0.14669,-0.013946,-0.64194,-0.073966,-0.085652
-1.1469,0.056817,-0.2019,-0.24189,-0.0013969,-0.68315,-0.00046197,0.03276
1.5866,0.11892,0.034939,-0.025389,0.038906,-0.76295,0.032047,0.099057
0.93115,-0.098134,0.30227,-0.16787,-0.052046,-0.94128,0.00030759,0.010316
-1.1529,-0.10059,0.29817,-0.28675,-0.013964,-1.169,0.13051,-0.081112
-1.8657,0.11158,0.18313,-0.20779,0.051011,-1.4582,-0.037889,-0.15319
0.40343,0.079182,0.1039,-0.29491,0.017753,-0.82855,0.0091848,0.066195
-0.21523,0.11123,-0.44954,-0.048223,-0.067103,-1.1239,0.0023214,-0.080938
-0.48139,0.064427,-0.18893,-0.27413,-0.031515,-1.6758,-0.062919,-0.039278
-0.92747,-0.019629,-0.1171,-0.22792,0.19989,-0.93374,0.13429,-0.10545
0.083969,-0.1101,0.15501,-0.069822,0.078961,-1.072,-0.080569,-0.078059
-0.013368,-0.020597,-0.070157,-0.25544,0.084192,-1.4377,-0.050377,-0.015917
0.61693,-0.13864,-0.15648,-0.25643,-0.042655,-0.34013,-0.057584,0.098702
1.4575,-0.036565,0.15637,-0.047298,-0.076751,-0.73827,-0.018194,0.046861
0.25962,-0.10439,0.033967,-0.18321,0.086147,-0.77335,0.082186,0.024507
-0.70027,0.097236,0.21851,-0.22696,0.014995,-0.90194,0.01806,-0.013658
-0.1664,0.094504,0.070489,-0.092091,0.030672,-1.2186,-0.0089522,0.12424
1.1132,0.0074421,-0.093902,-0.094829,-0.11328,-0.74211,-0.067118,0.051291
-0.91056,-0.034839,0.0095954,-0.24905,-0.054846,-1.0922,-0.026151,-0.11164
