"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0.270227900524057,0.741132085085047,-0.0343930516185906,-0.0710982344648413,0.135155036082784,0.248785874679298,0.0864594108630494,-0.0510623907234309,0.139954107237515,0.0961440773618549,-0.24809926911971,-0.15871705664675,-0.0740867475326873,-0.128861116078845,0.00355703316651532
"2",0,1,-0.0805712389438602,0.221003867293785,0.12440779709773,-0.00787125721357374,0.332223274332074,0.0570622062653611,-0.0837866088511331,0.151904589904586,0.18920328606096,-0.0627096805348801,0.0664384645085973,0.0595930121342178,-0.0321355529146294,0.0425350255454775
"3",0,0,1,0.03361317769185,0.113464052910022,0.33137714931229,-0.0741424345886174,0.0765485569327364,-0.0726192738461525,0.0408042693294311,-0.0881441505974515,-0.208560056159287,-0.117018332905515,-0.0635649994019574,-0.114371019318984,0.029003474305756
"4",0,0,0,1,-0.164047290144547,-0.0891090541993152,0.353764180841808,0.115011099909833,-0.272215658447565,0.132526972644657,0.28701603042334,-0.0762510637125493,0.0666740667163628,0.110960029053868,-0.247390031370453,0.277528372619268
"5",0,0,0,0,1,-0.152315235996902,0.224070330611212,0.263008058601004,-0.0204983180009686,-0.0468270574109543,-0.0493120638032854,0.166753105612645,0.0147486831624043,-0.00227446303225444,0.0247666019325959,-0.0146468376409442
"6",0,0,0,0,0,1,-0.0495664265345544,0.109566708376123,0.198211982680095,0.245392972461914,-0.137214124905624,-0.240541911127211,0.107764417420316,0.0702385130346292,-0.0240175459045859,-0.156758504304527
"7",0,0,0,0,0,0,1,0.0573865996955602,-0.0677689086783125,0.108293617795074,0.325755784124278,-0.0630488364560683,0.255876718539615,0.0200040559681707,-0.142201406952789,0.338801285559019
"8",0,0,0,0,0,0,0,1,-0.189908974276974,0.36818029346302,0.00165554648671101,0.0604961094309411,-0.0291645371698372,0.0402860612645181,-0.0710647613318486,0.256758816595202
"9",0,0,0,0,0,0,0,0,1,0.20872651380418,-0.170882132159767,-0.0234712111172894,-0.0848505641300339,-0.0140443230497061,-0.051781634920258,-0.262571255047688
"10",0,0,0,0,0,0,0,0,0,1,-0.0123234788386791,-0.0637406074356675,-0.0720487994744742,-0.0103105108662378,-0.0612404414492158,0.034799009814563
"11",0,0,0,0,0,0,0,0,0,0,1,-0.132836772681182,0.179325399972884,0.17031527524851,-0.0863961989229421,-0.0259177318464766
"12",0,0,0,0,0,0,0,0,0,0,0,1,0.00737083116349508,-0.0809648548746594,0.00239634669538866,0.11033269718426
"13",0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0571638430405852,0.078586897165092,0.0416430678417219
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00477824961854899,-0.0572535752812936
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.010545104682472
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
