"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",1,0.428090395199279,0.84557947912915,0.0523483192605942,0.32214761932551,0.552887581237142,0.567591619715273,0.304688051552017,0.227730426813729,0.259269856752867,0.107771487222548,0.00415699915525833,0.0568171687540287,0.139948264696339,0.0228872225892067,0.336947367210526
"2",0,1,0.184547885848097,0.464156000624559,0.403889078152407,0.313246178274369,0.668896753577517,0.282314518198647,0.269197135254738,0.334543307875138,0.512416426029447,0.126065166478678,0.264572525175372,0.33371707928325,0.109384282404242,0.421533342805055
"3",0,0,1,0.153951493569312,0.288169763948577,0.693801898952002,0.258852367143412,0.263255142338576,0.00313852090285315,0.349864035655948,0.109808814526309,0.0540819879651049,-0.0470684542764824,0.134172987584588,0.0464759578213317,0.345254966110577
"4",0,0,0,1,0.327798489851114,0.310675526832515,0.351858935268537,0.133567489187685,-0.0650181245563283,0.33981913915336,0.424808330580481,0.124781254403193,0.159002184598901,0.215995223683437,0.0483326686759835,0.893243314155393
"5",0,0,0,0,1,0.329395184761629,0.570262580375803,0.519127982330497,-0.086715328302718,0.144238489206328,0.339279355179883,0.251175055284465,0.101211578235671,0.225570910959944,0.346501423305236,0.490869751553474
"6",0,0,0,0,0,1,0.429560089369657,0.324696915835468,0.268280265335876,0.444968196595924,0.16050085954677,-0.0379314513371217,0.277820418941162,0.179717940090585,0.119975099291346,0.234238336285183
"7",0,0,0,0,0,0,1,0.458833145250699,0.163747351700698,0.298958904541492,0.339483847353868,0.107613920344793,0.239897006847597,0.219913271770641,-0.0470226648750759,0.236516350869739
"8",0,0,0,0,0,0,0,1,0.366236426594258,0.541288546292369,0.270185274353458,0.290645436116763,0.232339219709353,0.282561244835876,0.117409666883428,0.165541620191783
"9",0,0,0,0,0,0,0,0,1,0.76142872934704,0.0125683315808588,0.197400968448618,0.0937030331757199,0.19779316549724,0.158470676556959,-0.0271662990638715
"10",0,0,0,0,0,0,0,0,0,1,0.228413328019751,0.211238700371859,0.167018422769908,0.178208720755017,0.0672253030002384,0.21691927633025
"11",0,0,0,0,0,0,0,0,0,0,1,0.161101360579473,0.220582372987141,0.41532783769147,0.151626146351508,0.28932481433847
"12",0,0,0,0,0,0,0,0,0,0,0,1,0.167008367317599,0.164195505050733,0.217508972049477,0.147987128940012
"13",0,0,0,0,0,0,0,0,0,0,0,0,1,0.175203313094847,0.305377383002324,0.0771630450862358
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.238452373034391,0.210100340984291
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.126012401920473
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
