"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",0,0.102201597100353,0.0359027962797601,0.0888736374991899,0.0993137602977947,0.0762480363931074,0.0704723286260198,0.103802066866088,0.0894638345934294,0.094000428231703,0.106702483676613,0.118416465763652,0.093058835219679,0.112416092524202,0.0963793424019097,0.0830100364342665
"2",0,0,0.10438287348506,0.104133916858185,0.103578723223771,0.106742985207095,0.0877900847495547,0.118173329312823,0.120001051512709,0.105442235596549,0.119058554829737,0.110560285735466,0.113789376613658,0.130297766612526,0.121362770430519,0.108241174491777
"3",0,0,0,0.0816581019315052,0.0825046379903033,0.0614483997876137,0.0942756308401945,0.0996883227194533,0.0827972668398923,0.0896238889970444,0.103151412908896,0.117605978603936,0.0792253227782527,0.104862450153784,0.0938315238334089,0.0739843009540992
"4",0,0,0,0,0.105808532664195,0.0886737214366417,0.0891050671307112,0.102690320944317,0.0866643362188276,0.0828580783609373,0.108882430388466,0.100983522879731,0.0976870492458731,0.0991489446929737,0.107116339857626,0.0396945562676087
"5",0,0,0,0,0,0.0839783672963339,0.128772615325478,0.0985151090047422,0.0839915577513674,0.0844219587829187,0.12108855629182,0.107688857041891,0.0951800927975135,0.103299243909757,0.109917442410146,0.0998966370933317
"6",0,0,0,0,0,0,0.0901986410759775,0.115647591849693,0.0796564586402422,0.0796641028980543,0.114235065760469,0.109073194641913,0.0914718694545404,0.107553579280317,0.10105150465948,0.0827125397102914
"7",0,0,0,0,0,0,0,0.114757567456236,0.101218721985027,0.106748937296132,0.109204993518033,0.11773560174712,0.0966068111850827,0.116869473351319,0.102029683032848,0.0898982248308825
"8",0,0,0,0,0,0,0,0,0.141686428231744,0.102634574476784,0.109661967762448,0.123863951399441,0.106238560768515,0.119734988803822,0.110372531885572,0.104217592343863
"9",0,0,0,0,0,0,0,0,0,0.186424332900089,0.114594197474652,0.105300117422582,0.087508128902692,0.093308906937115,0.104455804179714,0.0870305981316117
"10",0,0,0,0,0,0,0,0,0,0,0.121293780979188,0.111139391725554,0.0889656933770197,0.0982179249150535,0.102918588527607,0.0800380626264996
"11",0,0,0,0,0,0,0,0,0,0,0,0.117522314092834,0.119415452013569,0.11811657817455,0.119734795744526,0.101483047920405
"12",0,0,0,0,0,0,0,0,0,0,0,0,0.116171483654906,0.11598405988828,0.120182065251656,0.104776142760039
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0.109521937483641,0.121459314042002,0.116895284644334
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114021379281896,0.101025625807528
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111729084947938
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
