"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"V1","intercept","-4.4596219951978","-10.0276052747901","-2.67289404161612","1.74702238912733","-0.391742257753808","-0.152069221070371","-0.579088353138474","-0.169796323842018","Pollock","antser"
"V2","diam","0.446967331774213","0.285679351671416","0.611475674901492","0.0883157876392344","0.189021607661683","0.13598078562573","0.363143842012014","0.106918993127166","Pollock","antser"
"V3","dc1","2.33268604965053","0.686728235785848","8.00678997312002","1.74972337889473","0.750089528403048","0.309063254993896","0.842013734995725","0.318451874930508","Pollock","antser"
"V4","dc2","2.98945068945637","1.30641090877938","8.62502791273264","1.75026176416395","0.585479389353044","0.227902142122013","0.7369140701044","0.247971192517299","Pollock","antser"
"V5","dc3","3.0459317718183","1.3924416485509","8.75354205905931","1.75801614237628","0.577168588818002","0.222014029293478","0.725518650792537","0.243866001090798","Pollock","antser"
"V6","dc4","2.54472234040722","0.855469524442203","8.09545019783802","1.76192987277274","0.692385901909749","0.287571324519405","0.808853268494229","0.296987877037571","Pollock","antser"
"V7","dc5","-8.29984997126853","-24.4009953159182","1.21636453109082","6.84945860185333","-0.825250893156383","-0.577971397166938","-1.10492852289775","-0.450192169551001","Pollock","antser"
"V8","quality3","-0.559167983393064","-1.02234240299822","-0.12911081599421","0.225606313941927","-0.403467867693238","-0.278362633143127","-0.775742837199783","-0.22758661030177","Pollock","antser"
"V9","quality4","-0.132474924530743","-0.473368013921887","0.214657701131286","0.167728101024417","-1.26611207078282","-0.792435687460411","-2.65944448689241","-0.706276094324174","Pollock","antser"
"V10","ground3","0.262510549890833","-0.0637175905994139","0.578064985683047","0.164535289130626","0.626775911288325","0.400563888396106","1.24776091493203","0.349801840711265","Pollock","antser"
"V11","ground4","0.451592676936888","0.12525051768059","0.837636105039169","0.178223584485831","0.394655612430887","0.256593174075265","0.739843685174879","0.221644441116972","Pollock","antser"
"V12","epi","-0.326111221247036","-0.491291044005362","-0.175508064836034","0.0692195451342355","-0.253338930133151","-0.172594703588959","-0.473580385729698","-0.14294012086295","Pollock","antser"
"V13","bark","-0.462592493689978","-0.668683099506949","-0.242503991938247","0.128567079321507","-0.245772437015597","-0.174019338963299","-0.467718552611141","-0.139099095202286","Pollock","antser"
"V14","intercept","-4.96074129488482","-8.5128522407104","-3.14484077352331","2.29830912441849","-0.463299532831586","-0.144859742687565","-0.460469447997379","-0.168372470306182","Pollock","antsin"
"V21","diam","0.451694435476697","0.230229927183661","0.6966959273407","0.127723427220031","0.270504635298278","0.186605443426466","0.503239819970713","0.152604566572924","Pollock","antsin"
"V31","dc1","2.06958353271646","0.362148758004127","5.81267468883688","2.28915713029078","1.10609554729406","0.383675929139678","0.882701501954878","0.390665733987237","Pollock","antsin"
"V41","dc2","2.8125055973101","1.16944221614151","6.58142563689383","2.27470314553487","0.808781731033854","0.265259079746265","0.698242251496125","0.286364887830817","Pollock","antsin"
"V51","dc3","2.84060002999753","1.19981167768801","6.45570665815835","2.28480921859063","0.804340348680704","0.265596205800188","0.686549852001534","0.282767514643646","Pollock","antsin"
"V61","dc4","2.56947752677041","0.731868939059859","6.22931593626082","2.27716154036785","0.886235243018462","0.321770560630323","0.789728630350118","0.324075068146752","Pollock","antsin"
"V71","dc5","-6.81314854057591","-19.4630377076597","1.74669540234806","5.6822386753773","-0.834010684125931","-0.625320511643092","-1.19718465270615","-0.459575258147135","Pollock","antsin"
"V81","quality3","-0.206129910138387","-0.710691304662372","0.286147981019332","0.252101071947309","-1.2230203359525","-0.753293843446049","-2.34802723342284","-0.681947018008088","Pollock","antsin"
"V91","quality4","-0.221950018935194","-0.64777109628157","0.145739802429341","0.196792531306634","-0.886652464598773","-0.553406847058818","-1.58060046938922","-0.490612312669848","Pollock","antsin"
"V101","ground3","0.314818291265603","0.0288597219991373","0.717967691626176","0.174887281769228","0.555518172296032","0.353014563782651","0.922713811859037","0.304706534161363","Pollock","antsin"
"V111","ground4","0.37279914982221","0.059502887810147","0.778178496044218","0.181343528982853","0.486437614112954","0.307888266281027","0.857934319761624","0.269328944362851","Pollock","antsin"
"V121","epi","-0.097639373518753","-0.307854467224442","0.104216051953894","0.0863773602866358","-1.05587833150997","-0.696269914003722","-2.02354019810491","-0.592679438431676","Pollock","antsin"
"V131","bark","-0.02330401851944","-0.329320031012186","0.277469237234732","0.171852688349904","-6.52119959234548","-4.6981157567441","-11.7026032590993","-3.64598931477712","Pollock","antsin"
"V15","intercept","-5.10264681829157","-11.2273569350751","-3.13105890664167","2.07358211053813","-0.406373826051396","-0.148525427655417","-0.563871259732606","-0.173220664684849","Pollock","astfer"
"V22","diam","0.350518365880913","0.132237947140704","0.576415765106254","0.117525195941415","0.32075179389722","0.204967122629607","0.62679106916293","0.180103763761144","Pollock","astfer"
"V32","dc1","2.10012342404358","0.184208308347917","8.00392492261934","2.02249197435988","0.963034815575637","0.382783633305013","0.95500603051957","0.402284912679487","Pollock","astfer"
"V42","dc2","3.04738995590954","1.25323666542478","9.04140802795185","2.02379611280155","0.664108020989232","0.233830571134059","0.756526484837094","0.273418772720105","Pollock","astfer"
"V52","dc3","3.17678380892183","1.28951428283406","9.30064991042136","2.06473379896768","0.649944699783785","0.231182292983046","0.756469444797596","0.268013217078265","Pollock","astfer"
"V62","dc4","3.14971896497645","1.14081968523044","9.19587079388086","2.0900728204761","0.663574383529716","0.247821092659483","0.779267902519506","0.277285998879737","Pollock","astfer"
"V72","dc5","-7.14683563644569","-20.8422422516315","4.20060191298605","6.60958610293567","-0.924826935886103","-0.696651186996491","-1.50483027243791","-0.516652030072784","Pollock","astfer"
"V82","quality3","-0.370833023993856","-0.922743715659372","0.149807261027702","0.265231881025694","-0.715232635349348","-0.473769672820417","-1.38763150613485","-0.400018547342545","Pollock","astfer"
"V92","quality4","-0.111857994573354","-0.467500510045409","0.277927256420289","0.190982422272256","-1.70736497646589","-1.00764366273158","-3.93213574283942","-0.95044579458226","Pollock","astfer"
"V102","ground3","0.360142786073431","0.0368238941251678","0.802186739276695","0.192029114453812","0.53320272369598","0.353553046972207","0.912220673590605","0.296098942999298","Pollock","astfer"
"V112","ground4","0.411653170097722","0.0682090616628013","0.824298176957483","0.19582923847905","0.475714151387593","0.324952863601476","0.847151801775312","0.265733890452842","Pollock","astfer"
"V122","epi","-0.0726922242303022","-0.262288528265867","0.123806220109154","0.0835052442920779","-1.37108609753904","-0.941695733491946","-2.78804385566782","-0.774133220451496","Pollock","astfer"
"V132","bark","-0.000299965086503278","-0.296402261227373","0.310963173784828","0.170080164769629","-501.400702074251","67.2802189213946","41.7120446686033","-282.343580994916","Pollock","astfer"
"V16","intercept","-4.50799754638219","-11.7480840055697","-2.82147600145831","2.11788077237351","-0.46980521852173","-0.147395603181561","-0.612688921271843","-0.180374019336497","Pollock","fompin"
"V23","diam","0.679809348227422","0.479802305669969","0.87518987257166","0.101619736898087","0.143001246189312","0.0924039871935145","0.291800626786484","0.0801551183669653","Pollock","fompin"
"V33","dc1","2.96686278384913","1.41232625858803","10.5867128370793","2.13493267040451","0.719592655928192","0.231514853900159","0.764593439970039","0.269638098193034","Pollock","fompin"
"V43","dc2","2.98773244595059","1.44734523003581","10.3603329658935","2.12357897304081","0.710766111577024","0.231346584670184","0.754846769022755","0.264946775334915","Pollock","fompin"
"V53","dc3","2.9481554853","1.44778732703421","10.2868882583704","2.10212819213146","0.713031657459392","0.230725467354071","0.753246297011406","0.265968161200542","Pollock","fompin"
"V63","dc4","1.72468259613353","-0.524100492790635","5.92183859850419","1.71507580846636","0.994429822804086","0.471029825792487","1.19419263496162","0.452872927567033","Pollock","fompin"
"V73","dc5","-6.94694802341118","-19.4696826136042","3.07967938983737","6.19280361112738","-0.891442341335745","-0.627896766165146","-1.37579972960244","-0.493181746506138","Pollock","fompin"
"V83","quality3","-0.390314190319287","-0.856944019357863","-0.00184881950584839","0.221064784255723","-0.566376498058875","-0.368288291598532","-0.995694376053963","-0.314845621658599","Pollock","fompin"
"V93","quality4","-0.226123889430768","-0.642640058223453","0.0954173667702078","0.187953107422135","-0.831195270412507","-0.528292768673459","-1.34873322418999","-0.457709413186597","Pollock","fompin"
"V103","ground3","0.325381076866468","0.0294986501902652","0.667037504823008","0.162614889741055","0.499767507401143","0.346773194290998","0.915299012182065","0.279765404943846","Pollock","fompin"
"V113","ground4","0.419355610201524","0.108915347874096","0.789446682140701","0.173387947429433","0.413462806294901","0.269955529112352","0.757524596465187","0.231253214079482","Pollock","fompin"
"V123","epi","-0.0132951433450208","-0.182966238844798","0.162896772858495","0.0748741802841165","-6.72168243708376","-5.61521884225801","-17.2332941962351","-3.79402616007234","Pollock","fompin"
"V133","bark","0.39854643813674","0.221746970669306","0.587160025807355","0.0995113124738767","0.220798186106039","0.142194932207883","0.451736796355664","0.124122983522003","Pollock","fompin"
"V17","intercept","-5.19369237875239","-9.45749034944065","-3.18160428334668","2.60162097296054","-0.500919342778921","-0.163692891137275","-0.49654553972668","-0.182325323326656","Pollock","hetpar"
"V24","diam","0.520954029601268","0.303277636130165","0.754079749228321","0.121706974563009","0.223493529141427","0.152640642632146","0.426347911633791","0.12649874577624","Pollock","hetpar"
"V34","dc1","2.57019388828153","0.76591035371971","6.81011984486622","2.57636293842377","1.00240022753551","0.326383721277702","0.79780694278049","0.349952597905391","Pollock","hetpar"
"V44","dc2","3.18873335191723","1.40449969617486","7.23743331809182","2.55151367531111","0.800165267433542","0.251386883731522","0.674957050961581","0.278928677331836","Pollock","hetpar"
"V54","dc3","3.08821700933149","1.29310583869658","7.15724389295271","2.54566834617059","0.824316535553844","0.255888185140717","0.693952113282725","0.286764659624039","Pollock","hetpar"
"V64","dc4","3.26362796184652","1.25722006710099","7.52146011686837","2.58524165886372","0.792137366478811","0.248190956967933","0.713574241058061","0.283677391857412","Pollock","hetpar"
"V74","dc5","-8.08514620455053","-22.8362228171869","3.07310446003937","7.15106132886618","-0.884469018611114","-0.659276164454707","-1.31099388310124","-0.496287488933557","Pollock","hetpar"
"V84","quality3","0.191993694380734","-0.346483223441119","0.795915096947449","0.309935566985668","1.6143007612065","1.13191338344688","2.54187205610481","0.915522222253262","Pollock","hetpar"
