0.40244,0.40556,-3.075,-17.846,-2.8784,0.62918,-2.853,-0.29647,-0.29542,0.061708,-1.4448,0.079944,-0.53076,0.4885,-3.6149,-19.95,-0.17425,0.056003,-4.314,-18.641,-1.8725,0.67564,-0.18495,3.0645,-1.9842,0.33394,-2.8327,-6.1747,-3.1984,0.11249,-2.6533,7.4852,-2.488,0.20288,-2.1735,5.314
0.26353,0.46038,-3.2044,-19.822,-1.2612,0.046039,-2.0306,-3.8695,-1.3479,0.33149,-1.1618,-4.2359,-0.52706,0.3563,-1.0943,-13.552,0.58491,-0.25478,-4.6502,-22.819,-1.575,0.40395,0.46778,-2.1252,-1.2428,-0.045311,-3.2945,-4.4657,-3.1797,0.095824,-1.4558,6.7056,-3.1129,0.42824,-2.4507,3.2298
0.24209,0.52091,-5.1888,-18.843,-1.865,0.34487,-2.3775,-5.5863,-3.0936,0.5591,-1.3632,-0.13893,-1.9881,0.74561,-2.2648,-7.8659,0.20834,-0.02908,-5.0075,-21.568,-2.7338,0.66346,-0.31156,3.9979,-1.642,0.3625,-2.8952,-6.5043,-3.4777,0.35103,-0.89014,4.4446,-1.9513,0.27015,-2.365,-4.8048
-0.33347,0.68964,-3.8565,-15.903,-2.2133,0.42891,-2.3618,-8.1912,-2.6504,0.59862,-0.3228,-1.4342,-0.93069,0.40018,-3.5943,-12.452,0.98458,-0.29259,-5.4812,-22.175,-3.0499,0.81813,0.85267,2.6297,-1.3244,0.12255,-2.2358,-6.3125,-2.8943,0.41196,-1.7953,-4.3719,-3.6273,0.52167,0.12747,-0.61009
0.93285,0.23896,-2.8829,-16.217,-0.74789,0.13622,-2.8684,-7.452,-1.195,0.19369,-1.5439,-4.5372,-1.4281,0.41846,-2.5,-7.213,0.88765,-0.16833,-4.9987,-22.584,-2.3224,0.48336,-0.043062,4.0961,-0.7253,-0.11171,-3.0096,-11.348,-1.5807,0.1309,-1.5286,-6.1578,-2.4872,0.055793,-0.34645,2.5332
0.19015,0.31876,-4.6079,-11.605,-0.9585,0.19501,-2.9841,-4.675,-1.4584,0.23079,-0.81168,-0.41839,-0.062719,0.27809,-5.0097,-11.631,-0.0091616,-0.10397,-4.557,-10.27,-2.6463,0.57042,0.5543,4.3394,-1.3276,0.15012,-3.0512,-5.5427,-1.0644,-0.047676,-3.0565,-4.8072,-1.7998,0.044825,-1.1263,-1.3871
0.40655,0.41151,-4.3953,-13.768,-0.48029,0.2189,-3.4006,-10.188,-0.89478,0.31456,-1.0356,-5.9356,-0.77097,0.46712,-5.1969,-12.443,0.93585,-0.33782,-6.0025,-18.646,-0.50608,0.39842,0.46882,-5.5587,-1.9036,0.34718,-2.024,-5.715,-3.7268,0.49068,-0.026631,1.3305,-3.1048,0.31191,-1.8585,-2.2889
0.32254,0.38387,-5.4771,-14.082,-0.0022329,-0.12029,-2.572,-7.0353,-0.94781,0.2288,-1.6873,-2.1028,-0.43064,0.17583,-3.414,-8.88,-0.36434,0.033495,-4.9804,-11.832,-1.2815,0.45265,0.0072844,2.7137,-0.92857,0.19096,-1.4534,-2.4521,-1.76,-0.05284,-1.0879,-1.1918,-1.109,-0.18859,-2.4943,-6.3377
-1.2701,0.80147,-3.9516,-11.212,-0.39648,-0.017063,-2.5675,-5.6371,-1.3012,0.32413,-0.84234,-0.34783,-0.61822,0.24466,-3.7757,-10.308,-0.63269,0.13379,-4.6081,-14.434,-1.3677,0.3303,-0.046964,1.779,-1.3834,0.22737,-2.358,-5.2354,-1.2065,-0.084453,-2.1811,-5.3127,-1.8729,0.18997,-1.6587,-2.9462
-1.673,0.88421,-3.4892,-9.96,-0.66076,0.080554,-2.7686,-4.3556,-0.92612,0.13981,-1.474,0.23884,-2.2961,0.77542,-3.2987,-7.6284,-1.0477,-0.063066,-4.7512,-11.754,-1.5154,0.41999,-0.75978,2.2083,-1.9982,0.17599,-1.4024,-3.293,-1.5363,-0.03722,-2.3582,-2.0008,-3.1345,0.33772,-1.0379,-1.1306
