"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"V1","intercept","0.0762475507821505","-1.30352829136818","1.39494168986338","0.686603982392221","9.00493163844621","5.50689872554907","29.5194142833796","5.05423363882417","Pollock","Crinia.sig"
"V2","log10.p_area","0.522019955949589","0.18587321198055","0.91528417951043","0.167737680601961","0.358299424254039","0.230966041788109","0.662403915340611","0.200893842920091","Pollock","Crinia.sig"
"V3","vertical.wall","-7.59849713403932","-18.4522190672002","-1.61468165327531","4.55880418089361","-0.599961295039691","-0.449182621092941","-0.839070150815292","-0.330597320203291","Pollock","Crinia.sig"
"V4","road.density","-16.8118283258696","-25.4146009336039","-9.69139175984292","64.6904118891189","-0.241432532157338","-0.158760884342667","-0.447878210169399","-0.135815263194101","Pollock","Crinia.sig"
"V11","intercept","-1.04377797094117","-2.16002208522256","0.0640419177258938","0.585722654719214","-0.561156367566438","-0.381312803107575","-1.06110927834053","-0.315055028772346","Pollock","Lim.dumer"
"V21","log10.p_area","0.271851183874575","-0.0348959766350097","0.589093652312754","0.147672982407677","0.605720678050685","0.42010419196288","1.12593332006431","0.340338801712354","Pollock","Lim.dumer"
"V31","vertical.wall","-6.62208612738798","-25.552191098626","-0.679425463410267","6.3773928954518","-0.963048920350921","-0.514593983376658","-0.948197972335905","-0.454449631314039","Pollock","Lim.dumer"
"V41","road.density","-8.15461159829491","-14.1951745089549","-2.60286842464735","46.6263371085635","-0.358755723379902","-0.238034407548277","-0.690098610304101","-0.202703157905909","Pollock","Lim.dumer"
"V12","intercept","-0.206742174771604","-1.09493357772621","0.80114378599095","0.462419530522803","-2.23669665385718","-1.43492787805879","-6.45385720354013","-1.24642064341281","Pollock","Lim.peron"
"V22","log10.p_area","0.137181832068454","-0.13144309290731","0.379015001100936","0.109722803507146","0.891872718613643","0.5598217410741","2.06185789709637","0.497966158692135","Pollock","Lim.peron"
"V32","vertical.wall","-0.631545970219367","-1.40127242034739","0.0661301339828625","0.36939083598928","-0.584899363479387","-0.400315544560178","-1.09906080371842","-0.329574600721721","Pollock","Lim.peron"
"V42","road.density","-5.9770805773902","-11.2949243234965","-0.85581225335848","41.9180997126291","-0.440031022165992","-0.297506869334469","-0.859134094802343","-0.24833878588558","Pollock","Lim.peron"
"V13","intercept","-1.06918468083999","-2.64634961019986","0.193583026328317","0.71725196365819","-0.670840105092687","-0.433116148907457","-1.15784871467285","-0.367342670731759","Pollock","Lim.tas"
"V23","log10.p_area","0.55425978104241","0.171263098466874","1.06676727477989","0.204492572746867","0.411402338024526","0.268487292663018","0.723329730565927","0.225700390809605","Pollock","Lim.tas"
"V33","vertical.wall","-9.81267753891418","-25.384485169888","-1.06914710207689","6.79370397237117","-0.692339470590912","-0.569396138915514","-0.919168219238463","-0.385968421169164","Pollock","Lim.tas"
"V43","road.density","-16.4598512919551","-25.5618045344602","-9.49581169964748","64.4704497580509","-0.245756838937404","-0.161871833509275","-0.458273966134128","-0.135944858555196","Pollock","Lim.tas"
"V14","intercept","-0.254317148773352","-1.62600907324349","1.52310054429544","0.8159935982686","-3.20856694959181","-1.634208740094","-30.6010556144338","-1.78767436703742","Pollock","Para.has"
"V24","log10.p_area","0.0871903675817479","-0.411018765855619","0.476836541709728","0.209166633894719","2.67501659916174","1.47262035833736","13.4895975447933","1.49106758967009","Pollock","Para.has"
"V34","vertical.wall","-5.01881917289103","-17.061079366891","0.101166404826801","4.3938450561657","-0.875473872399884","-0.546575337412777","-1.01193006179372","-0.450911961719409","Pollock","Para.has"
"V44","road.density","-17.2262645145766","-30.8230082604059","-7.8866042412294","89.0884891606171","-0.32448998826512","-0.211480651649677","-0.592524764183768","-0.180122446316097","Pollock","Para.has"
"V15","intercept","-0.406681442452358","-1.20250762743441","0.285840979302958","0.380712579867274","-0.936144461304927","-0.639453809054403","-1.62365305836232","-0.523647482314866","Pollock","Lit.ewing"
"V25","log10.p_area","0.238391357661707","0.058562184895485","0.474047623328103","0.0939240997764536","0.439328236067468","0.280674930733812","0.780093479349142","0.246109485144159","Pollock","Lit.ewing"
"V35","vertical.wall","0.417993328049705","-0.234810557322093","1.08569811245381","0.332997576563993","0.796657635942925","0.547369591764036","1.55191912469737","0.448031916920396","Pollock","Lit.ewing"
"V45","road.density","-3.8945237071998","-8.59885330644599","0.29704814033728","35.141002914031","-0.566148837154193","-0.360793906655457","-1.07156230106434","-0.317647085682499","Pollock","Lit.ewing"
"V16","intercept","-0.793535136315349","-1.77554642261423","0.157532235234941","0.473753226007896","-0.597016066872213","-0.373348037812559","-1.19472293440158","-0.332425269463222","Pollock","Lit.verr"
"V26","log10.p_area","0.18084751946088","-0.0748355055302613","0.473496572507097","0.120531645228187","0.743175032541837","0.429313480146722","1.37543423087567","0.408448189549802","Pollock","Lit.verr"
"V36","vertical.wall","-3.3317568148235","-9.03484240624255","-0.41593030696683","2.32576380573538","-0.698059292739405","-0.489783383762803","-0.911979619108714","-0.37406691826054","Pollock","Lit.verr"
"V46","road.density","-7.59755839993064","-14.1157574554828","-2.5002654514105","45.2419063717975","-0.373626497852261","-0.263897860246036","-0.699053682650708","-0.210175914619812","Pollock","Lit.verr"
"V17","intercept","-2.50839448137351","-4.59513582870088","-1.04256685173768","0.882076521521518","-0.351649841391185","-0.22037899453301","-0.630144790942902","-0.19444711324421","Pollock","Lit.peron"
"V27","log10.p_area","0.260393836466398","-0.168438047389451","0.841587589209427","0.210334435573015","0.900704355064897","0.547075059583817","1.50044763288125","0.49228226697726","Pollock","Lit.peron"
