"","coefficient","posterior.mean","lower","upper","sd","model","species"
"V113","quality4","1.79190367545315","-3.08528484557537","5.92151834353732","2.41823135677347","Pollock","fompin"
"V123","ground0","-0.482580094080762","-1.96922654076168","1.68239779429659","0.917868175056468","Pollock","fompin"
"V133","ground3","-0.590336162560208","-2.94494563835871","3.00519867588307","1.48618914236051","Pollock","fompin"
"V143","ground4","-0.55262893645489","-2.97473747288505","2.99162976512475","1.49808457029939","Pollock","fompin"
"V153","epi","-0.0254533532926443","-0.253292602055371","0.218709059347571","0.114835987289353","Pollock","fompin"
"V163","bark","0.356844823928042","0.196698200820845","0.51178680207662","0.0825977934461266","Pollock","fompin"
"V110","intercept","-2.6277258762144","-3.21519680989165","-2.18360047580917","0.268290926059299","Pollock","hetpar"
"V24","diam","0.493568885940195","0.258334757788699","0.739385198297703","0.119669311255509","Pollock","hetpar"
"V34","dc0","-0.366409433371474","-1.99616996228943","0.858540309437225","0.748699232079837","Pollock","hetpar"
"V44","dc1","0.553256968508236","-3.44132581685719","3.98080890681549","1.93555396943902","Pollock","hetpar"
"V54","dc2","0.75591820039934","-2.86712155478876","3.78839292307776","1.72961121223172","Pollock","hetpar"
"V64","dc3","0.714301643278076","-2.92577440063885","3.76639100803791","1.7420548279218","Pollock","hetpar"
"V74","dc4","0.512202314591124","-1.78541279088462","2.47723630425879","1.10001834926045","Pollock","hetpar"
"V84","dc5","-2.82561956869127","-7.967253316609","-0.136345461383911","2.13457825956093","Pollock","hetpar"
"V94","quality0","1.12943261079825","-2.17321372443875","3.86572459584255","1.62782458001888","Pollock","hetpar"
"V104","quality3","1.93163479341184","-3.17718226584851","6.15043234254712","2.52280584891529","Pollock","hetpar"
"V114","quality4","1.89873836984088","-3.75445014353714","6.56773675206862","2.77653363692161","Pollock","hetpar"
"V124","ground0","-0.58919594495175","-2.5303545824684","1.66118244745369","1.03741986849934","Pollock","hetpar"
"V134","ground3","-0.650509269417814","-3.75422684823637","3.12970102249332","1.66620529520528","Pollock","hetpar"
"V144","ground4","-0.617099533181887","-3.74686140915089","3.20568811785006","1.67849619350995","Pollock","hetpar"
"V154","epi","-0.0633173335929632","-0.306717522152002","0.172533266369191","0.121402152143767","Pollock","hetpar"
"V164","bark","0.171726546601867","-0.0514822849345553","0.384181187924204","0.112606863010636","Pollock","hetpar"
"V115","intercept","-2.68736540631113","-3.41023412745491","-2.1599299162218","0.315231646374473","Pollock","junlut"
"V25","diam","0.206329728168371","0.00019539144381613","0.408425360395319","0.10541273632897","Pollock","junlut"
"V35","dc0","-0.418386787354039","-1.94127466181283","0.72906220623166","0.736414097929171","Pollock","junlut"
"V45","dc1","0.200884825120105","-3.25221275058378","2.87509297560141","1.74676432616326","Pollock","junlut"
"V55","dc2","0.725382262961411","-2.22132572880003","3.15649101645868","1.5373645302863","Pollock","junlut"
"V65","dc3","0.735237421079656","-2.24218796087285","3.18687869168235","1.53939749529107","Pollock","junlut"
"V75","dc4","0.495924809153741","-1.3472947112488","2.04639996385223","0.971532314030075","Pollock","junlut"
"V85","dc5","-2.44520693593394","-5.74719568825598","-0.101599028263888","1.66835744990848","Pollock","junlut"
"V95","quality0","1.07132268400989","-1.9490716017374","3.59457355218463","1.47976094393801","Pollock","junlut"
"V105","quality3","1.54417341625255","-3.15034521699966","5.36173569020877","2.28689386048708","Pollock","junlut"
"V116","quality4","1.74401187023417","-3.4622533744774","5.91990205015895","2.52727565278453","Pollock","junlut"
"V125","ground0","-0.515472022315739","-2.09172287744947","1.63415237393067","0.933591023658514","Pollock","junlut"
"V135","ground3","-0.601756934869135","-2.96066797451052","2.79416032915024","1.48462195871695","Pollock","junlut"
"V145","ground4","-0.549537402106655","-2.93338983037253","2.87470013550133","1.4979751223841","Pollock","junlut"
"V155","epi","-0.216205763796223","-0.460185660450411","0.0254464619140176","0.122670473608766","Pollock","junlut"
"V165","bark","-0.21660287508323","-0.516764427845854","0.087244471512111","0.157136121547207","Pollock","junlut"
"V117","intercept","-2.79244780601654","-3.47464438041354","-2.35109143306752","0.276684876965879","Pollock","phefer"
"V26","diam","0.601558212046214","0.350655939192911","0.857379445127549","0.129359927157842","Pollock","phefer"
"V36","dc0","-0.40096461245298","-2.08334977968421","0.8418009634739","0.745278126435777","Pollock","phefer"
"V46","dc1","0.641677397740396","-2.90473394566582","3.69024877424857","1.86092624198015","Pollock","phefer"
"V56","dc2","0.807000165257923","-2.34375243425307","3.61633698331595","1.65572810166412","Pollock","phefer"
"V66","dc3","0.79370090931773","-2.33696967923142","3.49424554990709","1.65643603714534","Pollock","phefer"
"V76","dc4","0.388735768430857","-1.57977489857896","2.10272775134981","1.04821951332406","Pollock","phefer"
"V86","dc5","-2.27289233096194","-6.60238596151163","0.170633861424587","1.81579371683794","Pollock","phefer"
"V96","quality0","1.07154228822992","-2.1826932583634","3.52648888161302","1.53895480801032","Pollock","phefer"
"V106","quality3","1.58305028190584","-3.47386821572037","5.3243872588763","2.38162468452393","Pollock","phefer"
"V118","quality4","1.87447833049247","-3.7215433842967","6.07311244312696","2.62611579631817","Pollock","phefer"
"V126","ground0","-0.45818193610657","-2.06064914630139","1.74441409242245","0.971496013116003","Pollock","phefer"
"V136","ground3","-0.687573760879509","-3.30806855281568","2.90297277851203","1.56913017935281","Pollock","phefer"
"V146","ground4","-0.593989964471193","-3.29447978855818","3.02710713091569","1.58396809157649","Pollock","phefer"
"V156","epi","-0.242535539519798","-0.585070563845077","0.0523098519570566","0.159416601039399","Pollock","phefer"
"V166","bark","0.117730991430601","-0.125154291581581","0.340423337549401","0.118354378828915","Pollock","phefer"
"V119","intercept","-2.4700808137774","-2.95777959686063","-2.08616839353518","0.223798114765019","Pollock","phenig"
"V27","diam","0.787533178463732","0.560468446816259","1.03066776176438","0.118170346335018","Pollock","phenig"
"V37","dc0","-0.499277428874391","-2.16337412370631","0.80159073346994","0.776895506818677","Pollock","phenig"
"V47","dc1","0.258433433552965","-3.39499692246402","3.40220112715213","1.94181391223502","Pollock","phenig"
"V57","dc2","0.739690697234319","-2.45598576029433","3.56892548489964","1.71939488043527","Pollock","phenig"
"V67","dc3","0.842899002095208","-2.32000235581318","3.73259794847666","1.72608365723628","Pollock","phenig"
"V77","dc4","0.522641884786381","-1.53126821618333","2.31008106368737","1.09781552447767","Pollock","phenig"
"V87","dc5","-1.46178799164932","-3.12010370697528","0.0317102810035593","0.794398801846753","Pollock","phenig"
"V97","quality0","1.06662903189299","-2.06439631701272","3.65260568340721","1.52057301335741","Pollock","phenig"
"V107","quality3","1.58276678077107","-3.32334533202049","5.56110705298795","2.34929093861067","Pollock","phenig"
"V1110","quality4","1.91050630758986","-3.50987482855773","6.40799556013884","2.59617686641195","Pollock","phenig"
"V127","ground0","-0.504674827074619","-2.17009336263277","1.87357566622195","1.02321137471961","Pollock","phenig"
"V137","ground3","-0.62751561637631","-3.29077563185228","3.2668727079587","1.65730061800232","Pollock","phenig"
"V147","ground4","-0.598533820559281","-3.30426928567809","3.30668640810926","1.66896900194482","Pollock","phenig"
"V157","epi","0.186968717754492","-0.0290723430911598","0.415338248330684","0.112647045776389","Pollock","phenig"
"V167","bark","-0.118893054229501","-0.353729855431693","0.10788634222566","0.120004704850603","Pollock","phenig"
"V120","intercept","-0.639589488264152","-0.96632815302678","-0.460378747575754","0.126949260474267","Pollock","phevit"
"V28","diam","0.0164300314217957","-0.0904096734473517","0.129079538521527","0.0578255356379937","Pollock","phevit"
"V38","dc0","-0.0240527731296131","-0.847079951269968","0.705768333880495","0.43242168741097","Pollock","phevit"
"V48","dc1","0.342925126367358","-1.91869837497388","2.40117913813433","1.24257371063419","Pollock","phevit"
"V58","dc2","0.589313156748884","-1.38754401692387","2.42307982311669","1.10919495795259","Pollock","phevit"
"V68","dc3","0.603009542662402","-1.38280374844443","2.43663899731981","1.11202496203255","Pollock","phevit"
"V78","dc4","0.237991066517647","-1.04574991581532","1.41644889683836","0.705907916711941","Pollock","phevit"
"V88","dc5","-1.54118906098424","-5.31359282289526","-0.00479247307120262","1.37746055009001","Pollock","phevit"
"V98","quality0","0.772642005575519","-1.44069707367336","2.99501644595856","1.09524990245024","Pollock","phevit"
"V108","quality3","1.06144407735659","-2.34862934593713","4.46151464687491","1.69275211166271","Pollock","phevit"
"V1111","quality4","1.22783309587697","-2.55338725926681","4.97739128002037","1.86783556589368","Pollock","phevit"
"V128","ground0","-0.340802767208378","-1.50163115905928","1.30730006562033","0.65892277811456","Pollock","phevit"
"V138","ground3","-0.455103977628083","-2.31900587445178","2.2058030380915","1.06367626920449","Pollock","phevit"
"V148","ground4","-0.416169363419907","-2.27269260792653","2.23588498002237","1.07301277649377","Pollock","phevit"
"V158","epi","-0.150720732354267","-0.265065791472333","-0.0258793538962065","0.063477280409739","Pollock","phevit"
"V168","bark","-0.386978970538782","-0.519147057184619","-0.254912711701697","0.0667441454222377","Pollock","phevit"
"V129","intercept","-2.39581297203333","-2.96476275082498","-2.01335565763829","0.237416660942353","Pollock","poscae"
"V29","diam","0.0401532445972556","-0.172573310136272","0.230414610072869","0.103263261644359","Pollock","poscae"
"V39","dc0","-0.477908111408772","-1.98216440192699","0.862457704645151","0.773952078365372","Pollock","poscae"
"V49","dc1","0.825409984017925","-2.72826722722839","4.09455843487019","1.94315750963592","Pollock","poscae"
"V59","dc2","0.869663640710635","-2.33068779761421","3.77229260279839","1.73585284945597","Pollock","poscae"
"V69","dc3","0.741679205869036","-2.45640589954636","3.69790964341269","1.73673071603588","Pollock","poscae"
"V79","dc4","0.178521218624233","-2.06763849794012","2.12573586908711","1.13297504004896","Pollock","poscae"
"V89","dc5","-2.02155793325938","-5.52938290112618","-0.0268002051529716","1.51629905504539","Pollock","poscae"
"V99","quality0","1.12386080725228","-1.95737426402665","3.79364372099084","1.55375554093419","Pollock","poscae"
"V109","quality3","1.71909606273929","-3.04708286996162","5.96356771025458","2.4031434264145","Pollock","poscae"
"V1112","quality4","1.9907622979148","-3.28589763997498","6.68315631449663","2.65343964007051","Pollock","poscae"
"V1210","ground0","-0.593171283135068","-2.38508820973409","1.75655048391671","1.02433383111101","Pollock","poscae"
"V139","ground3","-0.702057392333373","-3.49278752223761","3.02757419503957","1.63458411090308","Pollock","poscae"
"V149","ground4","-0.631060318866018","-3.44756068395522","3.1997703587771","1.6438334874294","Pollock","poscae"
"V159","epi","-0.0956596819004587","-0.293326975175605","0.109517304350531","0.104487457756783","Pollock","poscae"
"V169","bark","-0.471093294586718","-0.870735970683295","-0.150055500600175","0.189224752870893","Pollock","poscae"
"V130","intercept","-2.27314777386208","-2.83379674070244","-1.89958780203197","0.232113478108843","Pollock","triabi"
"V210","diam","0.253814379604926","0.084558614275679","0.418247488252899","0.0819056866787907","Pollock","triabi"
"V310","dc0","-0.411631272003747","-1.77242104135667","0.757087342700549","0.663073155846647","Pollock","triabi"
"V410","dc1","0.767620314707454","-2.70846115057925","4.26914599318705","1.9143241749779","Pollock","triabi"
"V510","dc2","0.892478295128296","-2.16590182273123","4.03314093511282","1.71343081997574","Pollock","triabi"
"V610","dc3","0.762976757922482","-2.24790729445135","3.89488986636299","1.71321094484513","Pollock","triabi"
"V710","dc4","0.240268153759142","-1.74065378589944","2.31152784445678","1.10046650037153","Pollock","triabi"
"V810","dc5","-2.37515976754291","-7.06848008821239","0.139903680374809","2.01943577360843","Pollock","triabi"
"V910","quality0","1.05978484418011","-2.13198115395674","3.45313815888065","1.5066426726523","Pollock","triabi"
"V1010","quality3","1.64353181182923","-3.27475947856739","5.33781246247796","2.33546859676014","Pollock","triabi"
"V1113","quality4","1.60455590716238","-3.85919904936076","5.64724735641705","2.57789329641614","Pollock","triabi"
"V1211","ground0","-0.501131082703023","-2.38410699803963","1.71029179871458","0.983364040691344","Pollock","triabi"
"V1310","ground3","-0.640759866019983","-3.60847577537888","2.96316194859013","1.59107618736236","Pollock","triabi"
"V1410","ground4","-0.655889754461611","-3.63841421211228","2.93878507365789","1.60288026184346","Pollock","triabi"
"V1510","epi","-0.369234673429908","-0.684202422077902","-0.0843609364253565","0.155880670115245","Pollock","triabi"
"V1610","bark","0.486968740490625","0.324491939628009","0.648974700371204","0.081440788424735","Pollock","triabi"
