"","Crinia.sig","Lim.dumer","Lim.peron","Lim.tas","Para.has","Lit.ewing","Lit.verr","Lit.peron","Lit.rani"
"Crinia.sig",1,0.155499339233354,0.317417805914675,-0.178878932712947,0.33042785619007,0.503938276925313,0.577772006120587,0.49066471196183,-0.22415766030269
"Lim.dumer",0.155499339233354,1,0.262525884318857,0.126471144341573,0.516963925636222,0.55576674476655,0.505033128751088,0.409048092936047,-0.40930632929904
"Lim.peron",0.317417805914675,0.262525884318857,1,0.237320663775571,0.248915601500026,0.326184715779328,0.534650663929707,0.496200079464012,-0.012747100521004
"Lim.tas",-0.178878932712947,0.126471144341573,0.237320663775571,1,-0.0442412859601503,-0.226730447335215,-0.0833212820518889,-0.0633650050972216,0.135074924261471
"Para.has",0.33042785619007,0.516963925636222,0.248915601500026,-0.0442412859601504,1,0.567734069018662,0.514489164260733,0.459220291750656,-0.379810645948189
"Lit.ewing",0.503938276925313,0.55576674476655,0.326184715779328,-0.226730447335215,0.567734069018662,1,0.804725892567232,0.661773295563565,-0.528057822856501
"Lit.verr",0.577772006120587,0.505033128751088,0.534650663929707,-0.0833212820518889,0.514489164260733,0.804725892567232,1,0.719365677679963,-0.422749822285167
"Lit.peron",0.49066471196183,0.409048092936047,0.496200079464012,-0.0633650050972217,0.459220291750656,0.661773295563565,0.719365677679963,1,-0.341429899652097
"Lit.rani",-0.22415766030269,-0.40930632929904,-0.012747100521004,0.135074924261471,-0.379810645948189,-0.528057822856501,-0.422749822285167,-0.341429899652097,1
