"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55"
"1",0,0.0227258538320677,0.0205703027960147,0.0343945962722741,0.0277288201104763,0.0251854662216997,0.0215166125142821,0.0313529367879763,0.0289742162962603,0.0274605943742408,0.0289640132456599,0.0325035584211647,0.0272852126840573,0.0264915924272315,0.0219308137570531,0.0288765581469843,0.026412975100077,0.0204641908000827,0.0247501749070401,0.0290071650286114,0.033405038064142,0.0444888248678798,0.0275377541461058,0.0235532399077526,0.0209553827629262,0.0239495217257938,0.0262538900980899,0.024647449834755,0.0208918718569903,0.0240965745511409,0.029086909421758,0.0218126195038635,0.0435996573037979,0.0316609434859241,0.0264352097303867,0.0209265081549129,0.0448366959149471,0.0241542007516876,0.0294076472403765,0.0251828123245642,0.027979498797097,0.0676488503799572,0.0527874239577841,0.0257582609415773,0.0240500649402184,0.029258108866386,0.0249863464459957,0.0307606556514251,0.048611514000641,0.0290270488818347,0.0223728757557449,0.0288019706880935,0.0410066693012485,0.0342854343959575,0.0435032538053525
"2",0,0,0.0253669976784064,0.0273625775483863,0.0280927177035632,0.0255493775612925,0.022494455147307,0.0210456525162235,0.0263367657795546,0.0276413697557304,0.0244975381387824,0.0252119609968888,0.0269353853907067,0.0688411894751957,0.0260656189320182,0.0266958035770139,0.0240543709845093,0.0286219884428201,0.0238839569385077,0.0284863013479234,0.0239459930326831,0.025696119503606,0.0209943914539703,0.0327688350172697,0.0206347228324512,0.0240144407521507,0.0244123915540024,0.0534583896428786,0.0288986305481225,0.0250034775024719,0.0295596355500104,0.0279306836683294,0.0308824416479234,0.0202708461447893,0.0237718440199319,0.0279567665653882,0.0383712046671811,0.0581735951611868,0.0299061554125088,0.034672156232803,0.026180299737522,0.0253156994133453,0.0197534790121094,0.0273301911390733,0.0289528019713562,0.0381803323979503,0.0222107084264347,0.022017916760455,0.0246659283776994,0.0261326412130381,0.0212441284116407,0.0209921073887341,0.0208367109977011,0.0269198809489225,0.0261234973687738
"3",0,0,0,0.0381767551389318,0.0268380496344283,0.0333216508156671,0.0171485813876588,0.0327300722470583,0.0259037279079551,0.0288571730171848,0.0244498787938595,0.0399529228978025,0.0262056909823315,0.0387264363045915,0.0211740607124232,0.0258196632260485,0.0423457861209357,0.0337707986266022,0.0218617881597284,0.0278728039913418,0.0509277993687049,0.0290257584525644,0.0811599947072515,0.0583093473010509,0.063800226147073,0.0211810902266687,0.022304895508103,0.0275884287705898,0.0346798109046477,0.0395372844911536,0.0492977341729914,0.0223385751316405,0.0705697916102737,0.0198855938734425,0.0238632304048218,0.025334022759488,0.0203533535036835,0.0231572361014126,0.0287877743266169,0.0263269540240916,0.0200658729845213,0.0219073475605956,0.0678075803968576,0.0310932091662324,0.0199279156037405,0.0210179918626967,0.0303442002711432,0.0295055112133657,0.0233266096255474,0.0677692922929302,0.0203157970391195,0.0226745056335661,0.0206211084082841,0.019133275179784,0.0194583015273986
"4",0,0,0,0,0.0284475587348182,0.0783398467996776,0.105121971460457,0.123266299050587,0.0316901025366494,0.0341219085669406,0.029482796018802,0.061733624351872,0.0268910702030957,0.0579124983580408,0.0807919987792332,0.0246063977961068,0.0886896193797129,0.0823907211416202,0.0270829361614177,0.0288199421677678,0.0626070828707124,0.0316437440660267,0.0899215761009006,0.0752927075978748,0.0809255942752878,0.0220215774596971,0.0462416367408249,0.0288495595605799,0.09322742057018,0.052962041752131,0.0935408727219126,0.0238172806631114,0.0941190569523556,0.0231318744649752,0.0250242765495459,0.0354546382248656,0.020416370559902,0.0287404373106821,0.0302160757785049,0.0332279162518686,0.0294348263212778,0.024284227208064,0.0290140367999607,0.031707578253592,0.0311004843470728,0.0310083187510976,0.104641084794361,0.0712805496804098,0.0269081917820769,0.060860309151211,0.0235531810821519,0.0533231020603283,0.0432221832556388,0.0236742001118587,0.0202614409485315
"5",0,0,0,0,0,0.0295557219596773,0.0271863612306441,0.027876309196344,0.0275011353274544,0.0279797998319934,0.0268351300921298,0.0283146022044424,0.0269937348073428,0.0338735131383976,0.0327505527385057,0.0266942541233054,0.0267749367671124,0.0269465353500819,0.029747588877001,0.029460015924896,0.0279113746963514,0.0281100069158097,0.0308375674603435,0.0295325468778745,0.0269281514706837,0.0272966308164229,0.0309495363946592,0.0316782837496278,0.0268573190126615,0.0278751399786074,0.0287045680263505,0.0274678511172198,0.0302086752494569,0.0259174377021709,0.0308535561533613,0.0284228514244774,0.0267811709950766,0.0290620114703176,0.0304202217910381,0.0287032361642766,0.0312765406088151,0.0277171334128066,0.0276990242416851,0.0283907364774455,0.0301046353348005,0.028053108497707,0.0266756142476392,0.0279401098455941,0.0264949111855688,0.0340782163174396,0.0267466975870553,0.0261947704958759,0.0256792171905083,0.0276328940166707,0.0262052869123556
"6",0,0,0,0,0,0,0.0999867095169394,0.0718450583782303,0.0275034193897425,0.0271656018826512,0.0226871159575597,0.056644310384566,0.027051986600493,0.0345483463103395,0.0476660668329206,0.0274227850224495,0.0703566557435413,0.0559333777537006,0.0237882062407485,0.0290614681742772,0.0616979286184475,0.0270709207817153,0.0831868195322802,0.0511101338251737,0.0579393076589902,0.0270154876182185,0.0278317116333721,0.0257413781145824,0.0601199765153162,0.0363260875107055,0.0418612855783799,0.0218515196115364,0.0771003487064892,0.0201189957534995,0.0265466245523183,0.0229498879383217,0.0416871311329566,0.0350006584888342,0.0292342470829404,0.0441706808645665,0.0266369351976029,0.0312197885541526,0.04117218853066,0.0658677895747122,0.0226637447097034,0.0468446850723869,0.0494297789249505,0.0272897455262699,0.0243382233413273,0.0316215841290922,0.0642638647640324,0.0206034118024009,0.0212992887300898,0.0214194161091845,0.0231166759665219
"7",0,0,0,0,0,0,0,0.0564482294367974,0.02984250719859,0.0297153336989291,0.0460634353043819,0.0280669462751405,0.0259823350608023,0.0375176847810329,0.0494595170619626,0.0280511817882649,0.0578555466900948,0.0378277488001651,0.0215712965192231,0.0287356258084688,0.0627422541923034,0.0375156371105419,0.0817880047557684,0.021149498747963,0.0232067894204946,0.0287117963563125,0.034587580741315,0.0216449483424609,0.0448853676094673,0.0276843901996889,0.0276738184131937,0.0212913093235999,0.0786416923720345,0.0214804005662227,0.0240995652432516,0.0422659536229724,0.0279450340174214,0.0582654519928216,0.0298634415068094,0.0665608847290545,0.0203603279221611,0.0218706475599625,0.0862030387846175,0.0245387154369526,0.0236988765071405,0.0215555070546006,0.0259363877589281,0.0272208421434309,0.0248096908902213,0.0163605979847097,0.0182801466884912,0.0192697943101302,0.0197215655935366,0.0210868245874754,0.0224674945368464
"8",0,0,0,0,0,0,0,0,0.0284280467204782,0.0410433663665832,0.0353556977943413,0.0645786942993237,0.0284688918459582,0.088145175028316,0.0410492082548662,0.0276763519064194,0.0659161907950612,0.0601287424959851,0.023065792331401,0.0289479140228202,0.071266959498554,0.0344710892871705,0.114317402133793,0.0496529755958577,0.0515971743258322,0.0282411632897258,0.0343037478292649,0.0278081130634809,0.0589457533245089,0.0247652893355612,0.0435596685436563,0.0276022768924323,0.104046784411153,0.0217616097391768,0.0248403326044413,0.0380237924510165,0.0267953238850386,0.0456024354033803,0.0307342432561648,0.0574874010678543,0.0276733479011872,0.0265414850530794,0.0736263223880127,0.0443950090519978,0.0210176927400124,0.0241471228939044,0.0530168575964083,0.0283579972106306,0.0313189950225806,0.0268167940563887,0.0311568677363839,0.0197524867316984,0.0195031144140589,0.0205717223140681,0.0252156847219655
"9",0,0,0,0,0,0,0,0,0,0.0292224352175291,0.0295967975512282,0.0278239303062526,0.0274809832025393,0.0292413533135761,0.0259534903301844,0.0284109218609113,0.0272337047094639,0.0272385526411114,0.0296373663744895,0.0296383650403882,0.0269447137429614,0.0288656272746469,0.0273092258202487,0.0266788440866761,0.0262053273612266,0.0290194637690803,0.0276290607521525,0.0268472834561601,0.027839341437081,0.028174734050398,0.0274159982784367,0.0278554067560835,0.0286180230621689,0.0252877637647316,0.0260775261594396,0.0293327059330399,0.0288971847366434,0.0298382477219633,0.0285761776030519,0.0330805260626413,0.0279001414001173,0.053121145859178,0.0323634048090765,0.0271743419547113,0.0263604366179875,0.0323593683729676,0.0291923022046359,0.0314491772048668,0.0278955620436483,0.0270760245514679,0.0258791635592396,0.0259398861974901,0.0263388480167228,0.0262128438737378,0.0263798831483978
"10",0,0,0,0,0,0,0,0,0,0,0.0272108644519716,0.0285751582791569,0.0275060499988619,0.0337581333069759,0.027221975350757,0.0289598800677228,0.0283224091300841,0.0276927644278542,0.0322510032200397,0.0299563134333465,0.0342441691365938,0.0290047269833364,0.053528532286478,0.0330438500610446,0.0299250176610815,0.0271240152991585,0.0297880564053837,0.029528947227686,0.0283044913055788,0.0286976218070608,0.0284892421095028,0.0286006301388111,0.0299931005604328,0.0250709857656517,0.0265627172370044,0.027574073508641,0.0276416713826945,0.0330737727715827,0.0292458634334009,0.0415308292999128,0.0313539944121965,0.0261111449659143,0.0311078791451135,0.0288212173557472,0.0251704887097452,0.0262582019451227,0.0276166387893863,0.026098383814206,0.0271919688007745,0.0297067469248586,0.024294382044411,0.0258300215894346,0.0261721031893976,0.0249631195125143,0.0254466938474755
