"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",10000,79.0800521227976,41.3641504556911,16.9108701806449,325.287797145407,4383.75721690862,4844.33215416929,730.784117323139,7898.02763416599,9571.9288022009,1433.32618847363,3239.6963149853,4124.92478291426,2621.95923389738
"2",9999.99999999998,39.0230124194874,279.863637301484,97.5745168187374,297.425473554107,4138.21299149004,6732.69874383135,246.980982541801,4055.39874997517,9209.64202554149,4875.19297331131,1156.58300673939,4018.51327990652,1290.61346346131
"3",9875.25167526575,6.08926902585078,20.521078248946,13.0843956979998,81.6590448249712,3666.54274101607,4731.59288517442,2141.26871387937,5964.32785177621,8917.34228787281,5109.44705180532,2923.81725120856,3741.67461047463,3404.87293947994
"4",10000,115.478934305434,274.920035033563,241.075854982305,156.802766144989,648.854851223397,1180.75194903445,104.07267078841,9208.65386655432,8790.93537635576,4983.09000929327,5186.20571938966,2927.39224484907,2924.36390282226
"5",9999.99999999997,106.249164293932,31.1687200680307,169.141920554899,102.343407166727,1787.12793766388,1429.88519629333,992.446172064621,8185.72377212876,9700.18213642855,4228.19567487041,345.534755668671,4251.23305202271,5853.74502160556
"6",10000,366.633122522421,87.43030131569,100.578267669694,154.05428290529,4916.44693291472,4029.33547214478,5372.80921351917,5562.00418331944,9005.71148081911,2351.97000027901,3902.47279730451,6626.57409880327,1997.02472738735
"7",10000,426.163542804658,168.902482278658,321.390177158818,285.763830521854,753.958719152503,1798.36074068162,317.023543744549,7963.24009778576,8214.89919659105,5306.73180548713,5691.37162734283,1341.63569393174,7065.78700001857
"8",10000,422.919228828439,136.611700044343,200.706328760643,107.167546178739,3727.42248357186,5109.87114040291,1734.69574956558,6634.04384440885,9999.99999999999,1607.75365356462,687.545965203647,3817.53152661264,6270.55860021916
"9",7757.39747198624,574.163678354302,466.965993366263,19.3586123265842,208.59944329225,2540.84882870156,1701.85677738258,97.8909127208727,7087.74928050985,10000,859.076972008573,1435.69454076052,896.987991887959,1240.48898469112
"10",9999.99999999997,283.122291175311,487.252534824347,36.5847668490225,412.057008815098,3567.34023394942,5250.01510781309,613.556101318748,5323.29588698686,8635.97826769781,809.261903208897,306.044221173261,4624.07132976482,5553.78422948775
"11",9999.99999999999,24.3357012606499,149.876786797414,191.024067518942,196.661678539399,2537.63719117598,2233.63578842302,688.260076057262,5363.7513554961,8511.33528758105,6010.66994954381,3194.94070674209,1502.82412160356,6178.68132769108
"12",9220.54780737795,54.2999113671577,25.6996578748834,44.3030361909057,111.176187292863,2981.27537030706,2699.1960152061,2587.75342294856,5882.71291153637,8759.53304743182,5010.00693119991,2897.44693915652,4874.02328782575,4431.13711979293
"13",10000,63.5720956867475,304.45454800732,254.199350175805,103.614849727015,2299.71951188346,5867.24183091435,3185.5554505529,6958.08497714032,9005.06714773092,5414.71127064773,6692.51168453834,5611.15982272107,4859.08581096526
"14",9616.97696355302,49.2884663352618,48.3530114344211,73.0790344587958,135.682598011288,2785.34046874744,1786.03013636521,832.430547291804,7027.32906377657,8125.32394925499,5342.52307587109,3348.39232007378,4118.70011911704,2454.79779194967
"15",10000,75.3529991098918,64.2533604987851,95.8529974517569,86.7014939030933,1029.00517480431,3668.75520760152,3834.38543977199,6115.50268782729,8888.30861521524,5261.25968202464,4091.61931306687,2731.47986065616,5115.58551230972
"16",9999.99999999998,209.955904700725,55.7716438862817,95.9748017090025,96.3033375721264,343.301576008894,2256.26178028644,176.487107489662,7261.20527796575,8356.57128000995,1858.71393444138,3690.90044525231,5827.59225106564,6072.87690616772
