"","coefficient","posterior.mean","lower","upper","sd","model","species"
"207","bulrushes__Typha","-1.67226975909203","-3.74063099178788","0.401457423990184","1.06199801983694","boral","fish"
"208","reeds_Phragmites","-0.477332062045708","-2.6180576162365","0.680302572007201","0.785631606906642","boral","fish"
"209","marestail__Hippuris","1.13543090567312","0.204015601406852","2.23418010374002","0.534369597611746","boral","fish"
"210","common_duckweed__Lemna_minor","0.0105493149533582","-1.39208357803104","1.3595370607286","0.689797487454894","boral","fish"
"211","intercept","-3.73311858099053","-12.6379283832922","6.76901523848839","4.74751809733704","boral","saucer_bugs__Ilyocoris"
"212","depth__cm","0.00184666869970931","-0.0587879500487836","0.0525105355006507","0.0279872108335524","boral","saucer_bugs__Ilyocoris"
"213","temperature__C","-0.00259429707443979","-0.344992631647287","0.320548900540386","0.172207946656644","boral","saucer_bugs__Ilyocoris"
"214","oxidation_reduction_potential__Mv","0.000102596715762297","-0.0169108607068786","0.0172176945791053","0.00911211953485365","boral","saucer_bugs__Ilyocoris"
"215","salinity__ppt","-0.146173646274395","-0.379551848125903","0.0932537941492888","0.136316886633589","boral","saucer_bugs__Ilyocoris"
"216","water_crowfoot__Ranunculus","2.18546875042119","0.96792203219485","3.47334712770097","0.678796534344432","boral","saucer_bugs__Ilyocoris"
"217","rushes__Juncus_or_Scirpus","-0.0382373991442788","-2.88611512597612","3.10538818127581","1.62679498729692","boral","saucer_bugs__Ilyocoris"
"218","filamentous_algae","2.35293573671082","0.861551718318694","3.90462184791844","0.840770093536969","boral","saucer_bugs__Ilyocoris"
"219","emergent_grass","-1.96114908233018","-4.81419686300822","0.625461443644265","1.35385043781993","boral","saucer_bugs__Ilyocoris"
"220","ivy_leafed_duckweed__Lemna_trisulca","5.18259848084274","-0.0754321076077025","11.5568959518552","3.15526295086054","boral","saucer_bugs__Ilyocoris"
"221","bulrushes__Typha","-9.72959025676117","-14.5093054732417","-4.15006568331721","2.90785530011754","boral","saucer_bugs__Ilyocoris"
"222","reeds_Phragmites","0.630759395627713","-0.756246453723663","2.70058782587705","0.861556825600518","boral","saucer_bugs__Ilyocoris"
"223","marestail__Hippuris","-0.439325665266947","-2.07328013470719","0.881759622383082","0.787957728498689","boral","saucer_bugs__Ilyocoris"
"224","common_duckweed__Lemna_minor","1.24652349819852","-0.507366020493888","2.8415494032644","0.835211582651878","boral","saucer_bugs__Ilyocoris"
