intercept,climate,blwood,conwood,chalk_limestone
1,0.310077868,0.03676875,0.002625,0
1,0.787715722,0.01706875,0.000525,0.28
1,-0.33908345,0.03780625,0.0905375,0
1,1.52522092,0.00228125,0,0
1,1.039313933,0.02081875,0.00323125,0.07
1,0.277483339,0.1811687,0.04958125,0
1,0.661105979,0.022775,0.00026875,0
1,0.12756228,0.0317125,0.02199375,0
1,0.919721372,0.00885625,0,0
1,-1.797674516,0,0.01745,0
1,0.982087281,0.1218937,0.00303125,0
1,-1.679878503,0.04510625,0.1145125,0
1,-1.336443471,0.0100625,0.0609875,0
1,1.504997748,0.06333125,0.0153875,0
1,0.587297243,0.08001875,0.0150375,0
1,-0.552202966,0,0,0
1,-0.092806029,0.0531875,0.009075,0
1,-0.768915579,0.03783125,0.01221875,0
1,0.057559473,0.1228125,0.05214375,0
1,-1.873486372,0.00743125,0.01850625,0
1,0.845468194,0.2256688,0.0236125,0.39
1,1.066856842,0.00411875,0.000275,0
1,-0.459395883,0,0.000075,0
1,0.99724214,0.09156875,0.010075,0.43
1,0.50233989,0.0408,0.00393125,0
1,0.975827529,0.1105688,0.01519375,0
1,1.266392695,0.08954375,0.03580625,0
1,-1.688410545,0.05580625,0.138825,0
1,-2.03026812,0,0,0
1,0.562521145,0.1459313,0.01101875,0
1,1.285628913,0.04724375,0.00269375,0
1,-0.65985818,0.0556375,0.025275,0
1,1.085141577,0.08086875,0.009175,0.22
1,0.890538408,0.0099625,0.00085,0
1,1.061210545,0.0452125,0.00173125,0
1,-0.33857641,0.04704375,0.1912938,0.05
1,0.230904525,0.06315,0.0173375,0
1,1.255957689,0.2281,0.03613125,0
1,0.74712749,0.1443375,0.00466875,0.03
1,0.637262584,0.0573625,0.00309375,0
1,-0.217018287,0.0397125,0.0542125,0
1,0.597525678,0.1125688,0.03940625,0
1,0.469213282,0.080675,0.0273,0
1,1.203213019,0.05080625,0.00204375,0
1,1.398573618,0.0442875,0.0225,0.01
1,0.195925031,0.1738812,0.00945,0
1,1.15396755,0.010675,0.00120625,0.12
1,1.3919508,0.129225,0.01609375,0.58
1,-1.736084816,0.0308125,0.1628563,0
1,1.128440282,0.0291625,0.00144375,0.09
1,-0.543126325,0.062275,0.05749375,0
1,0.665844611,0.10515,0.007275,0
1,-0.86579776,0.02439375,0.003,0.33
1,1.514829731,0.009225,0,0
1,1.229222288,0.0239875,0.00026875,0
1,0.581801181,0.0101625,0.00010625,0
1,0.680529989,0.003725,0,0
1,-0.129450617,0.0583625,0.0028,0
1,0.648135773,0.04045625,0.07718125,0
1,-0.010421433,0.066575,0.01313125,0
1,-1.341470052,0,0.0004,0
1,1.152859574,0.1027312,0.00279375,0
1,-0.997559279,0.028575,0.03306875,0
1,0.725468749,0.1050125,0.06616875,0
1,-0.77089992,0.02319375,0.1817562,0
1,-0.274708161,0.001475,0.1078625,0
1,0.052219905,0.06699375,0.0098875,0
1,0.468361956,0.0665125,0.01536875,0
1,0.689456396,0.1370938,0.0651625,0
1,-2.523524055,0.00235625,0.02246875,0
1,0.186648079,0.1108562,0.01053125,0
1,-1.069289777,0.00816875,0.281325,0
1,0.632624107,0.065975,0.01338125,1.06
1,0.393795791,0.07605625,0.0020625,0
1,0.748504636,0.004525,0.00151875,0
1,1.072415501,0.00886875,0.00086875,0
1,-1.684279109,0,0,0
1,-0.412280817,0.0152125,0.0075875,0
1,-0.392908971,0,0,0
1,-0.739006484,0,0.000625,0
1,-1.27195342,0,0,0
1,-0.844132758,0,0,0
1,-0.914166863,0,0.0031625,0
1,-1.378427628,0,0,0
1,-0.513148373,0,0,0
1,-0.328341716,0,0,0
1,-0.880996438,0,0,0
1,-1.527384686,0,0.00075625,0
1,-0.806136064,0,0,0
1,-0.568985361,0,0.0000875,0
1,-0.509373743,0,0,0
1,-0.145669634,0.0042125,0.0748625,0
1,-0.164010707,0.02936875,0.0087375,0
1,0.021878887,0.00445625,0,0
1,-0.180160867,0.00208125,0.00080625,0
1,-0.217994808,0,0,0
1,-0.133826183,0,0,0
1,-0.798086023,0.00835625,0.03918125,0
1,-0.625771744,0.01135625,0.1089937,0
1,-0.54628124,0,0.00035,0
1,-0.976645448,0,0,0
1,-0.877340743,0,0.02425,0
1,-0.763926557,0,0,0
1,-0.876846222,0.00016875,0.02185,0
1,-0.772759067,0.00050625,0.00040625,0
1,1.07774881,0.0088,0.00015625,0
1,-0.317783601,0.02765,0.03445625,0
1,-0.426250496,0.01045,0.03350625,0
1,-0.206785679,0.00095,0.03908125,0
1,-0.008869014,0.005375,0.01008125,0
1,-0.084073675,0.01358125,0.001025,0
1,-0.112442871,0.01793125,0.0119375,0
1,-0.348786066,0.021,0.002375,0
1,-0.560828904,0.006375,0.02728125,0
1,-1.400211565,0,0.00128125,0
1,-1.087941751,0.001275,0.0265,0
1,-0.648521769,0.01036875,0.01179375,0
1,-0.922166827,0.0027625,0.2221938,0
1,-0.500315882,0.0106875,0.1481563,0
1,-0.356135015,0.013425,0.00180625,0
1,-0.81045112,0,0,0
1,-0.768289604,0.00008125,0,0
1,-0.913540888,0,0.002375,0
1,-1.180387855,0.01000625,0.00490625,0
1,-0.912777199,0,0,0
1,-0.766975056,0.0003125,0.000375,0
1,1.113460695,0.061125,0.00023125,0
1,-0.220573826,0.00685,0.0030375,0
1,-0.452422519,0.002525,0.004725,0
1,-0.31486447,0.010525,0.00936875,0.04
1,-0.275202681,0.01171875,0.01990625,0.06
1,0.124338507,0.00239375,0.00099375,0
1,-0.679914425,0.03695,0.0970125,0
1,-0.349919081,0.01703125,0.03941875,0
1,-0.844971565,0.02649375,0.0743125,0
1,-0.31182223,0.0613125,0.1667063,0
1,-0.126821521,0.00031875,0.00838125,0
1,-0.185193708,0.00011875,0.00835625,0
1,-0.195810247,0.0001875,0.0001125,0
1,-1.009953588,0.00248125,0,0
1,-1.420449343,0.0002625,0.0418125,0
1,-0.727526099,0.01278125,0.1556375,0
1,-0.74894071,0.0118875,0.1169875,0
1,-1.451353738,0.00393125,0.026325,0
1,-0.719282005,0.00256875,0.00733125,0
1,-0.300010078,0.00144375,0.001175,0
1,-0.68939169,0,0,0
1,-0.877816484,0.0027625,0.0012,0
1,-0.46830977,0,0,0
1,1.265885655,0.0700625,0.00310625,0
1,1.589245663,0.002,0,0
1,-0.185118591,0.013125,0.02485625,0
1,-0.503226666,0.00653125,0.01860625,0
1,-0.255528281,0.0024625,0.00845,0
1,0.053027413,0,0.00138125,0
1,-0.899143459,0.01183125,0.09153125,0
1,-0.519896386,0.04804375,0.1915063,0
1,-0.736252193,0.04795625,0.1295625,0
1,-0.658055371,0.02093125,0.1335063,0
1,-0.108574344,0.00001875,0.00365625,0
1,-0.480395264,0.0025375,0.0110125,0
1,-0.415164476,0.0172375,0.0130625,0
1,-0.631457685,0.013525,0.008375,0
1,-0.342538833,0.0103375,0.03994375,0
1,-0.428147201,0.00036875,0.000625,0
1,-0.879725708,0,0.0003125,0
1,-0.922655087,0.00134375,0,0
1,-0.925334261,0.0005,0.00009375,0
1,-0.605423377,0,0.0004,0
1,1.264623272,0.0520875,0.002275,0
1,1.42157612,0.0465875,0.0019,0
1,-0.263540763,0.0090375,0.0083875,0
1,-0.697923732,0.03943125,0.2133125,0
1,-0.183403419,0.00025625,0.089275,0
1,-0.333737622,0.00039375,0.1176313,0
1,0.194510327,0.0006875,0.01408125,0
1,-0.235384399,0.00203125,0.01233125,0
1,-0.304310528,0.0023,0.018575,0
1,0.133202316,0.0060875,0,0
1,-0.767644849,0.0128375,0.0033625,0
1,-1.284443712,0.0049875,0.19705,0
1,-0.465805869,0.008175,0.3878125,0
1,-0.960257417,0.0112625,0.3024313,0
1,0.040691528,0.00618125,0.04195625,0
1,0.031410403,0.0158875,0.0333125,0
1,0.182203655,0.0021375,0.0203,0
1,-0.313969325,0.00409375,0.04188125,0
1,-0.574662956,0.036575,0.03085625,0
1,-0.338015119,0.00968125,0.06216875,0
1,-0.125926376,0.0029875,0.0005875,0
1,-0.225055808,0,0,0
1,-0.362595079,0.0017875,0.00113125,0
1,1.435305842,0.0427625,0.00149375,0
1,1.281722828,0.151375,0.01366875,0
1,1.183789008,0.001475,0.00230625,0
1,1.097479548,0.00589375,0.00780625,0
1,1.02650648,0.1278687,0.0047625,0
1,1.145485586,0.050375,0.0052125,0
1,1.474575353,0.04201875,0.00054375,0
1,0.130372908,0.002475,0.00065625,0
1,-0.36129305,0.0161375,0.1996375,0
1,-0.774392862,0.00865,0.4499062,0
1,-0.477567943,0.00373125,0.5465688,0
1,-0.043531348,0.0095625,0.2305125,0
1,-0.537254678,0.0442875,0.315325,0
1,-0.245587795,0.05523125,0.04326875,0
1,-0.247953981,0.0476,0.1064063,0
1,-0.285637688,0.02414375,0.0555375,0
1,-0.055658574,0.0498375,0.02429375,0.02
1,-0.061826516,0.01055625,0.05609375,0
1,-0.201218673,0.00566875,0.0041,0
1,-0.202420545,0.01105625,0.054525,0
1,-0.875782064,0.01644375,0.0520875,0
1,-1.096807647,0.00881875,0.08481875,0
1,-0.407076876,0.02609375,0.181775,0
1,-0.844489564,0.00650625,0.0531375,0
1,-0.161713378,0.0080375,0.03451875,0
1,-0.572134016,0.0016125,0.019225,0
1,-0.844579287,0.00328125,0.02964375,0
1,-1.04985742,0.0433625,0.08598125,0
1,-1.423122257,0.00881875,0.02191875,0.01
1,-0.812351998,0.00655,0.006425,0
1,-0.662720973,0.0008375,0,0
1,-0.438901455,0.0070375,0.001975,0
1,-1.099292768,0,0.0011125,0
1,-0.325487269,0,0,0
1,1.038061983,0.01686875,0.00561875,0
1,0.861136353,0.01125,0.00215,0
1,0.967477019,0.0090875,0.00299375,0
1,1.488257084,0.09313125,0.0049875,0
1,1.221917158,0.1541562,0.01955,0
1,1.170092671,0.08765625,0.0148125,0
1,1.420257399,0.04628125,0.00073125,0
1,0.076722661,0.008075,0.03709375,0
1,-0.438596814,0.03405625,0.1829,0
1,-0.538268758,0.06090625,0.2520437,0
1,-0.680264971,0.0232625,0.1757688,0
1,-0.554135143,0.0439375,0.3691,0
1,-0.259227794,0.06029375,0.30925,0.01
1,1.488651449,0.00946875,0,0
1,-0.716452598,0.0135875,0.4718875,0.03
1,-0.352523138,0.022125,0.2629062,0
1,-0.162220418,0.023225,0.04409375,0.01
1,-0.906548745,0.02815,0.1634562,0
1,-0.47738015,0.0137625,0.07616875,0
1,-1.093283406,0.00223125,0.00618125,0
1,-1.010967668,0.009175,0.0024875,0
1,-0.916000971,0.033925,0.0844875,0
1,-0.860132685,0.05430625,0.1289,0
1,-0.624966323,0.056825,0.188975,0
1,-1.617681608,0.00288125,0.0075875,0
1,-1.140813703,0.0159,0.0143,0
1,-1.659609427,0,0.0004125,0
1,-0.567026058,0.025975,0.03745625,0
1,-0.379154209,0,0.0075875,0
1,1.029774071,0.0305625,0.00520625,0.06
1,0.992597404,0.0387375,0.00915,0.18
1,0.936910651,0.0335375,0.00985625,0
1,0.707747391,0.03661875,0.02699375,0
1,1.456789311,0.0128875,0.000075,0
1,1.159801639,0.095875,0.00398125,0
1,0.887308376,0.1528687,0.001525,0
1,0.969304867,0.106325,0.0094125,0
1,-0.4756149,0.0140125,0.1961312,0
1,-0.596885075,0.0016625,0.05165,0
1,-0.127879419,0.023525,0.1274,0
1,-0.601079109,0.05963125,0.2952,0
1,-0.674887845,0.01470625,0.3322438,0
1,-0.414475903,0.0056125,0.4170063,0
1,1.398316968,0.0329125,0.00164375,0
1,-1.205395564,0.01120625,0.4651313,0.01
1,-1.037690549,0.0127625,0.4784813,0
1,-1.045271109,0.01498125,0.1651063,0.01
1,-0.650312058,0.1057687,0.121025,0
1,-0.470304544,0.01858125,0.1159813,0.09
1,-1.152782349,0.013925,0.032125,0
1,-0.801992108,0.02166875,0.1325688,0
1,-1.690701615,0.0101,0.07988125,0
1,-1.569663051,0.00185,0.0639375,0
1,-2.090192725,0.0170125,0.01463125,0
1,-0.75625836,0.03079375,0.04143125,0
1,-1.41950412,0.013625,0.05190625,0
1,-1.648266756,0.01495,0.029125,0
1,-1.240393837,0.0170875,0.00139375,0
1,-1.083981415,0.00024375,0.005075,0
1,-0.392829681,0.0016,0.02385,0
1,-0.347020816,0.0009625,0.001625,0
1,0.979195275,0.008025,0.00161875,0.11
1,0.750545315,0.07710625,0.0286125,0.02
1,0.357808477,0.0270625,0.03305625,0
1,0.276613234,0.0572875,0.0528125,0
1,0.788072528,0.011725,0.0041125,0
1,1.341033978,0.0338125,0.00076875,0
1,1.038112061,0.1451,0.0049375,0
1,0.038742659,0.02999375,0.01175,0
1,-0.159345105,0.02589375,0.1438937,0
1,0.439404343,0.00975,0.00265,0
1,0.961993477,0.1684125,0.0268375,0
1,-0.623063358,0.0127125,0.2101563,0
1,0.035162081,0.016675,0.118425,0
1,0.068651754,0.0088875,0.03749375,0
1,0.093189982,0.006225,0.01093125,0
1,-0.084968819,0.0451875,0.0212875,0
1,-0.523633458,0.07689375,0.1213625,0
1,-1.05936807,0.0495625,0.3287312,0
1,-1.183999732,0.0239875,0.3039625,0
1,-0.63286613,0.0678,0.3660875,0
1,-1.437256777,0.051825,0.1886813,0
1,-0.707263282,0.0926625,0.1420438,0
1,-0.923825661,0.01518125,0.04844375,0
1,-1.455284863,0.005925,0.0380375,0
1,-1.652823855,0.0563375,0.2574813,0
1,-0.839268931,0.0710625,0.15955,0
1,-1.613763003,0.0061,0.077275,0
1,-0.966379455,0.01714375,0.044575,0
1,1.254941522,0.03793125,0.000675,0
1,-1.511822942,0.00208125,0.0239625,0
1,-1.847020141,0.00263125,0.001,0
1,-1.998274527,0,0.00021875,0
1,-1.335654743,0.01066875,0.04916875,0
1,-1.245195067,0.0066,0.0602625,0
1,-1.39806447,0.00585,0.01618125,0
1,-1.998737749,0.00006875,0.0026,0
1,-1.766331938,0,0.00615625,0
1,-0.909872674,0.00139375,0.00298125,0
1,-0.48074581,0.035025,0.0049,0
1,-0.571904492,0.02296875,0.00896875,0
1,-0.542988611,0.00009375,0.00133125,0
1,0.77312424,0.04674375,0.019675,0.3
1,0.493119275,0.03303125,0.0133375,0
1,0.474947215,0.05134375,0.02758125,0
1,0.285902706,0.0546,0.0292625,0
1,0.892960932,0.071925,0.0131,0
1,1.162856398,0.0017125,0.00075,0
1,0.72923086,0.008025,0.000575,0
1,0.886575985,0.00556875,0.0018375,0
1,1.072640852,0.09028125,0.0047875,0
1,0.251023368,0.0037,0.00129375,0
1,0.502627838,0.008875,0.00219375,0
1,-0.31913988,0.038425,0.06654375,0
1,-0.661535794,0.004425,0.212525,0
1,-0.184179628,0.05615625,0.1508687,0
1,0.073434204,0.0100375,0.001625,0
1,0.694952458,0.1779625,0.057325,0
1,0.124501261,0.02618125,0.0050375,0
1,-0.718236627,0.0281625,0.3049562,0
1,-1.398759302,0.0526625,0.3017875,0
1,-1.369488702,0.04305,0.2216312,0
1,0.275711829,0.1047437,0.01075625,0
1,-1.131643166,0.04558125,0.2979688,0
1,-1.434884331,0.02039375,0.2708562,0
1,-0.842549041,0.03103125,0.1347188,0
1,-2.00730735,0.0056,0.09478125,0
1,-1.723527754,0.02391875,0.046275,0
1,-1.755809295,0.0691375,0.0538375,0
1,-0.979180647,0.0823125,0.1843875,0
1,-0.845278293,0.09733125,0.2228938,0
1,-1.91391811,0.02603125,0.132075,0
1,-2.566465954,0,0.00009375,0
1,-2.496068783,0.00045625,0.01005,0
1,-2.039363539,0.000275,0.00046875,0
1,-2.023632783,6.25E-06,0.00035625,0
1,-1.461000016,0.0014375,0.02088125,0
1,-1.783208229,0.00034375,0.00981875,0
1,-1.133214364,0.00361875,0.0978125,0
1,-1.2075051,0.00928125,0.021575,0
1,-1.014886273,0.00448125,0.00083125,0
1,-1.281570486,0.01166875,0.00708125,0
1,-1.057133339,0.00379375,0.00615,0
1,-0.684988998,0.00029375,0.00766875,0
1,-0.761015772,0,0.0008875,0
1,-0.422162878,0,0.0004875,0
1,0.786482551,0.115375,0.02081875,0
1,1.08027775,0.0525,0.01041875,0
1,0.950826079,0.0117,0.00153125,0.01
1,0.609550662,0.0460625,0.0189,0.03
1,0.267461476,0.064825,0.02375,0
1,0.684836699,0.082825,0.02,0
1,1.068546975,0.01299375,0.003,0
1,0.518765479,0.0019,0.0044875,0
1,0.68858003,0.116975,0.00669375,0
1,0.9704817,0.002175,0,0
1,0.779296356,0.01385625,0.00166875,0
1,1.126518538,0.09789375,0.020725,0
1,-0.003554485,0.0133,0.1557875,0
1,-0.345931619,0.01320625,0.2960188,0
1,-0.487439572,0.0182375,0.5218875,0
1,-0.500134349,0.0337625,0.3734687,0
1,-0.631701816,0.0449125,0.1079125,0
1,-0.118477271,0.0852875,0.04114375,0
1,-0.44280754,0.03786875,0.02531875,0
1,-0.059810876,0.05029375,0.0089625,0
1,-0.855550546,0.0422375,0.05255625,0
1,-1.034610751,0.023025,0.01298125,0
1,-0.033269528,0.0531625,0.0678625,0
1,-0.511189071,0.0734875,0.08011875,0
1,0.08389425,0.07946875,0.05114375,0
1,-1.373739074,0.02023125,0.1800937,0
1,-1.695177337,0.00425,0.042925,0
1,-1.492161061,0.00633125,0.1427687,0
1,-1.778882741,0.016625,0.2020062,0
1,-1.742864128,0.0108,0.04191875,0
1,-1.694038062,0.0026,0.00334375,0
1,-2.101103473,0.01154375,0.00699375,0
1,-1.883658469,0.01661875,0.1629313,0
1,-0.985071074,0.05300625,0.1516625,0
1,-2.149278524,0.0349375,0.1519938,0
1,0.578608708,0.08259375,0.004475,0
1,-1.4533193,0.07988125,0.1671062,0
1,-1.62190694,0.01045,0.1326062,0
1,-1.96036547,0.0352625,0.2390375,0
1,-1.625975779,0.0049875,0.03416875,0
1,-2.351405915,0.00076875,0.00558125,0
1,-1.490821474,0.00650625,0.07739375,0
1,-1.643816072,0.01275,0.08711875,0
1,-2.017291654,0,0.01565625,0
1,-1.5139137,0.0055375,0.000375,0
1,0.831164661,0.07154375,0.0085875,0
1,-1.613694146,0.00250625,0.0455875,0
1,-1.632179193,0.00576875,0.0285375,0
