intercept,climate,blwood,conwood,chalk_limestone
1,-1.755602723,0,0.00221875,0
1,-1.370627977,0,0.0243,0
1,-1.069127023,0,0.00120625,0
1,-0.68484711,0,0.000775,0
1,0.716035302,0.0838375,0.02639375,0
1,0.643929219,0.1095125,0.015325,0
1,0.699872623,0.06291875,0.01260625,0
1,0.920211719,0.0048875,0.04059375,0
1,0.789831518,0.03715,0.00963125,0
1,0.348525264,0.08750625,0.04401875,0
1,0.020345248,0.09775625,0.05950625,0
1,0.342672396,0.08910625,0.01758125,0
1,0.282952276,0.05675,0.0164125,0
1,0.901874819,0.00105,0.0000125,0
1,0.655599484,0.04904375,0.02406875,0
1,0.608334183,0.03378125,0.0204875,0
1,0.779014667,0.0100125,0.0012125,0
1,0.554946845,0.01526875,0.01720625,0
1,0.734839597,0.01895625,0.0096625,0
1,1.382154289,0.0788125,0.0152125,0
1,0.168776487,0.0450625,0.01880625,0
1,0.045352957,0.04325625,0.1574562,0
1,-0.056217778,0.0655375,0.2425312,0
1,-0.258939846,0.0572375,0.5102875,0
1,-0.748508787,0.011075,0.666975,0
1,-1.098297468,0.01643125,0.3734875,0
1,-0.36938065,0.07008125,0.084925,0
1,-0.162646081,0.0691625,0.01245625,0
1,0.221120533,0.02243125,0.02106875,0
1,0.1250396,0.02479375,0.008625,0
1,-0.105995326,0.078475,0.002625,0
1,-0.4089861,0.06400625,0.00375,0
1,-0.571326508,0.07406875,0.03566875,0
1,-0.231465794,0.08141875,0.01528125,0
1,-0.649698603,0.06181875,0.08776875,0
1,0.674270237,0.08405,0.05495625,0
1,-1.493225219,0.05063125,0.14305,0
1,-1.369263351,0.032325,0.02160625,0
1,-1.415072216,0.0220125,0.1577125,0
1,-2.097378921,0.0009625,0.0795625,0
1,-1.712097447,0.00854375,0.0101875,0
1,-1.684986461,0.0036625,0.02805625,0
1,-1.813755819,0.00043125,0.0146125,0
1,-2.020083503,0.02235625,0.1251875,0
1,-2.007144596,0.03396875,0.1514063,0
1,-1.867714881,0.02175625,0.0534875,0
1,0.933799554,0.05973125,0.00869375,0
1,-0.935819346,0.1046625,0.2018125,0
1,-1.686901945,0.05224375,0.19515,0
1,-1.899332888,0.01578125,0.1393,0
1,-1.495660263,0.051475,0.178175,0
1,-2.083131725,0.015175,0.0162375,0
1,-1.829931018,0.02405625,0.098125,0
1,-1.468586836,0.0283125,0.1318062,0
1,-2.001817547,0.00164375,0.02455,0
1,-2.237159182,0.0006375,0.01061875,0
1,-1.286540729,0.00923125,0.052575,0
1,0.782369894,0.1009437,0.02078125,0
1,-1.786744989,0,0.01335625,0
1,-2.022650002,0.0002375,0.007125,0
1,-1.484993645,0,0.02950625,0
1,-1.882218726,0.00023125,0.00266875,0
1,-0.753435212,0,0.001525,0
1,-1.381707738,0,0.000725,0
1,0.783928572,0.1298687,0.06843125,0
1,0.759033539,0.09895,0.011475,0
1,1.310561505,0.07966875,0.01065625,0
1,1.188008081,0.03273125,0.0033,0
1,0.936353533,0.02029375,0.0044125,0.04
1,0.979858809,0.0154875,0.002875,0.1
1,0.778764277,0.09250625,0.03116875,0
1,0.439955202,0.062475,0.054075,0
1,-0.03117877,0.0543625,0.1014437,0
1,0.183173916,0.0864125,0.016675,0
1,0.584655628,0.02674375,0.00880625,0
1,0.762044479,0.0231875,0.00170625,0
1,0.864892204,0.0327375,0.04059375,0
1,0.567816895,0.04329375,0.0137625,0
1,0.540718429,0.052425,0.03676875,0
1,0.64796676,0.01775625,0.0007375,0
1,1.52773108,0.049675,0.00339375,0.01
1,0.313821199,0.02406875,0.00071875,0
1,0.215697501,0.0356875,0.0314125,0
1,-1.264249752,0.005425,0.2263625,0
1,-0.821954457,0.0070625,0.3202187,0
1,1.267494412,0.1189312,0.0376,0
1,-0.742067503,0.019675,0.1154438,0
1,-0.571476742,0.01574375,0.146225,0
1,-0.167797857,0.03136875,0.02176875,0
1,-0.1268403,0.03158125,0.005175,0
1,-0.47007502,0.0320125,0.037425,0
1,-0.533686619,0.04664375,0.02083125,0
1,0.171317946,0.1087875,0.0082625,0
1,-0.379878254,0.0743875,0.084075,0
1,-0.024606031,0.084925,0.09618125,0
1,-1.125658843,0.04635,0.3078563,0
1,-1.065283536,0.0487375,0.29405,0
1,-1.747127019,0.0157625,0.04100625,0
1,-2.494222156,0.001725,0.006725,0
1,-2.068796893,0.0042375,0.0388,0
1,-1.217188937,0.04799375,0.2201563,0
1,-2.148733926,0.01123125,0.043625,0
1,-2.339036645,0.00434375,0.05638125,0
1,-1.804923309,0.01419375,0.09121875,0
1,-2.307769184,0.0035,0.0256625,0
1,0.759672033,0.1124125,0.03255625,0
1,-2.071006586,0.00828125,0.0254375,0
1,-0.9137412,0.0758625,0.2826937,0
1,-1.808766796,0.044025,0.1363813,0
1,-1.414815566,0.1039625,0.2015438,0
1,-1.358972319,0.07244375,0.1660687,0
1,-1.201633453,0.06059375,0.2496125,0
1,-2.148965537,0.02021875,0.3109875,0
1,-1.968446809,0.021425,0.0152375,0
1,-1.542501987,0.0362875,0.2236,0
1,0.598001419,0.1193437,0.034075,0
1,-1.202240649,0.01224375,0.1400125,0
1,-1.476405266,0,0.0004125,0
1,-1.492761998,0.0100125,0.1285312,0
1,-2.0534918,0,0.00381875,0
1,-1.661017871,0.0064875,0.00981875,0
1,-1.117477348,0.02014375,0.007675,0
1,-0.81657733,0.002,0.00531875,0
1,0.915702611,0.1428625,0.01191875,0
1,0.825023844,0.117625,0.04406875,0
1,1.035220055,0.08920625,0.00848125,0
1,1.211588567,0.0574875,0.01319375,0
1,0.901486714,0.07378125,0.005825,0
1,1.106136785,0.1079688,0.01206875,0.03
1,0.867126936,0.06281875,0.0148875,0
1,0.607040501,0.074075,0.024225,0
1,-0.129068772,0.08266875,0.2181812,0
1,0.145089585,0.08290625,0.0509625,0
1,0.39583021,0.07133125,0.016075,0
1,0.372205906,0.046675,0.06249375,0
1,0.647465979,0.0226625,0.00423125,0
1,0.971708612,0.0399625,0.00068125,0
1,0.815757324,0.06121875,0.02215625,0
1,-0.261706656,0.09355625,0.0302125,0
1,-0.174677325,0.04165,0.06864375,0
1,0.56997025,0.1245562,0.04445,0
1,0.661112239,0.1049063,0.04108125,0
1,0.843584008,0.03083125,0.001475,0.05
1,1.349321889,0.03205625,0.0042625,0
1,-0.203134157,0.08365,0.0112,0
1,-0.722055076,0.01594375,0.3970125,0
1,-0.911155923,0.011075,0.60455,0
1,-1.097777908,0.01918125,0.3782312,0
1,0.645293845,0.1539812,0.02781875,0
1,-1.360900322,0.00210625,0.547125,0
1,-0.616496878,0.01294375,0.1928437,0
1,-0.49632842,0.05234375,0.0357125,0
1,-0.577467325,0.03161875,0.04174375,0
1,-0.885847746,0.02105625,0.3705938,0
1,0.431266666,0.04719375,0.00525625,0
1,-0.367753114,0.1275875,0.0489,0
1,-0.608659669,0.07735,0.02403125,0
1,-0.346476217,0.05013125,0.2447375,0
1,0.083099261,0.0918875,0.0080875,0
1,-1.214284412,0.05198125,0.304775,0
1,-1.561469035,0.013475,0.2549125,0
1,-1.625550116,0.01980625,0.147325,0
1,-1.741630957,0.017725,0.1000937,0
1,-1.908227995,0.0103625,0.0418875,0
1,-1.307222949,0.0573,0.2587375,0
1,-2.31796632,0.0136625,0.0368625,0
1,-2.507643065,0.00108125,0.03625,0
1,-2.178624241,0.0136625,0.1322375,0
1,-2.227400229,0.04418125,0.1217062,0
1,-0.091585377,0.07389375,0.001525,0
1,-2.78157607,0.001075,0.00893125,0
1,-1.611985234,0.01926875,0.06381875,0
1,-0.813916936,0.09680625,0.228125,0
1,-1.292337259,0.07125625,0.2811375,0
1,-0.629654877,0.1039437,0.1663,0
1,-0.613229288,0.09294375,0.1041562,0
1,-1.414558916,0.06396875,0.1972313,0
1,-1.551591147,0.00484375,0.1933375,0
1,-1.902537881,0.01458125,0.1097,0
1,-0.745328833,0.0764125,0.2829,0
1,0.51671228,0.1477812,0.01388125,0
1,-1.228262438,0.028925,0.2176875,0
1,-1.226353214,0.027,0.2640438,0
1,-2.024496628,0.00405625,0.1434062,0
1,-1.395366517,0.005175,0.03323125,0
1,-1.805273855,0.00833125,0.03315625,0
1,-1.075580828,0.02985,0.00749375,0
1,-1.122069919,0,0.00166875,0
1,0.771434107,0.07919375,0.0133375,0
1,0.780254098,0.1283625,0.04218125,0
1,0.932103161,0.091675,0.02731875,0
1,0.552361568,0.0995875,0.02469375,0
1,0.328224889,0.11105,0.00796875,0
1,1.398667514,0.05643125,0.0200375,0.16
1,0.554934326,0.065375,0.02803125,0
1,0.726996128,0.08360625,0.0218125,0
1,0.640430018,0.09396875,0.03091875,0.01
1,0.022461044,0.0975625,0.03098125,0
1,-0.112405312,0.0600875,0.1093375,0
1,0.042135445,0.06536875,0.110175,0
1,-0.004005187,0.03593125,0.03309375,0
1,0.426020994,0.07008125,0.0677875,0
1,0.503416567,0.051875,0.03105625,0
1,0.647591174,0.0694,0.05551875,0
1,0.240851271,0.072975,0.1009625,0
1,0.423742444,0.0934,0.1102437,0
1,-0.167816636,0.04516875,0.0646375,0
1,0.104069431,0.1204187,0.07891875,0
1,-0.287703406,0.1384937,0.0935375,0
1,-1.018667163,0.03585625,0.03615,0
1,-1.020463712,0.04143125,0.01820625,0
1,0.939825608,0.06735,0.02461875,0
1,1.01793062,0.00815625,0.0007625,0.09
1,1.274755724,0.0352,0.0030125,0
1,0.907871661,0.09365,0.00761875,0.02
1,0.269038934,0.03214375,0.00735625,0
1,-0.217900912,0.0688875,0.04239375,0
1,-0.392191186,0.0404625,0.2578812,0
1,-0.333512271,0.050775,0.3271812,0
1,-0.75929434,0.0305125,0.2099813,0
1,-1.363710951,0.00615625,0.2760375,0
1,-0.132123531,0.0595375,0.001275,0
1,-1.620567354,0.01195,0.2868063,0
1,-0.773823224,0.00765625,0.0845625,0
1,-0.89709026,0.01299375,0.0804,0
1,-1.108851409,0.00770625,0.1845375,0
1,-0.831851125,0.01220625,0.147475,0
1,-0.310351189,0.06481875,0.0180125,0
1,0.257370756,0.05081875,0.00978125,0
1,-1.265157416,0.0189625,0.1897875,0
1,-0.270132282,0.05886875,0.0523125,0
1,0.062986678,0.1177125,0.04464375,0
1,-0.668847184,0.04430625,0.2035375,0
1,-1.918681781,0.0011625,0.0440375,0
1,-1.368887766,0.0037125,0.08608125,0
1,-1.158885607,0.0321875,0.0765625,0
1,-1.446640145,0.0265,0.05788125,0.01
1,-2.050380703,0.00554375,0.02473125,0
1,-2.586603576,0.00313125,0.01261875,0
1,-2.239656823,0.0130625,0.07528125,0
1,-2.255074592,0.05549375,0.05526875,0
1,-0.383853196,0.080325,0.0559875,0
1,-3.276709932,0.0001125,0.003925,0
1,-2.531536538,0,0.000275,0
1,-0.48395915,0.07819375,0.15615,0
1,-0.678718813,0.08306875,0.245825,0
1,-0.682800171,0.07818125,0.136075,0
1,-1.389914273,0.03200625,0.3500125,0
1,-1.194034114,0.042975,0.1592313,0
1,-1.211179575,0.0377125,0.1478063,0
1,0.318960456,0.1474625,0.00435625,0
1,-1.373050501,0.01005625,0.0606375,0
1,-1.644442048,0.01343125,0.1191,0
1,-2.139438194,0.00334375,0.005375,0
1,-1.20853796,0.0230125,0.1198375,0
1,-1.243148128,0.00531875,0.0645875,0
1,-1.12272928,0.02071875,0.1527938,0
1,-0.670837785,0.001175,0.00475,0
1,0.781762698,0.0607375,0.00991875,0
1,-0.250057258,0.09780625,0.02079375,0
1,0.033327974,0.1440875,0.0066,0
1,0.96772115,0.1352188,0.0739125,0
1,0.276062376,0.13965,0.09214375,0
1,-0.075466516,0.05594375,0.01345,0
1,0.201114365,0.07005,0.034375,0
1,0.30572734,0.1183625,0.04081875,0
1,-0.179672607,0.04744375,0.1817625,0
1,-0.632584441,0.00403125,0.3471062,0
1,-0.470707255,0.015575,0.1670125,0
1,-0.34034792,0.03556875,0.2116312,0
1,0.151424454,0.1087313,0.225575,0
1,0.112044355,0.1218812,0.3581375,0
1,-0.075529113,0.1381563,0.1767562,0
1,-0.230770962,0.1309688,0.3064313,0
1,-0.514982481,0.01878125,0.1235188,0
1,-0.712684227,0.01513125,0.1325562,0
1,0.064169772,0.09475,0.3212563,0
1,-0.171290799,0.1065812,0.079075,0
1,0.494615356,0.1029937,0.02575,0
1,0.861111314,0.0102,0.00230625,0
1,0.929981105,0.083375,0.012575,0
1,0.052209472,0.0225,0.0018625,0
1,-0.161801015,0.06034375,0.1083,0
1,-0.568609776,0.0432625,0.2225063,0
1,-0.73809256,0.016575,0.2577875,0
1,-1.165890269,0.065375,0.1862125,0
1,-1.297489035,0.0096125,0.04931875,0
1,-0.965571947,0.011325,0.08489375,0
1,-1.257714571,0.013825,0.111325,0
1,-1.155880926,0.01856875,0.2259312,0
1,-0.569993181,0.0493125,0.0171,0
1,0.007813225,0.1098938,0.03943125,0
1,-0.226176304,0.0773375,0.00965,0
1,-0.307509261,0.11385,0.0212875,0
1,-1.046829787,0.0482375,0.154025,0
1,0.354453249,0.2556562,0.03266875,0
1,-0.725141133,0.06253125,0.17565,0
1,-1.491472489,0.02980625,0.05424375,0
1,-1.227899372,0.0420125,0.1414188,0
1,-1.935507995,0.03213125,0.01425,0
1,-0.880814905,0.1016938,0.2048688,0
1,-1.658927114,0.08136875,0.16095,0
1,-1.586044821,0.0520625,0.2637563,0
1,-2.410986234,0.00401875,0.01243125,0
1,-2.530785368,0.00223125,0.0077875,0
1,-1.790482061,0.039925,0.0354125,0
1,0.252200201,0.2560625,0.0598875,0
1,-2.429452503,0.02891875,0.03699375,0
1,-2.51028468,0.00095625,0.00373125,0
1,-1.982337199,0.01859375,0.0797,0
1,-1.543240637,0.0263625,0.217325,0
1,-0.480303455,0.03449375,0.045825,0
1,-0.519232852,0.03823125,0.088425,0
1,-0.811506931,0.07479375,0.2584562,0
1,-0.892238952,0.0458625,0.1755688,0
1,-1.056870429,0.03116875,0.1915187,0
1,0.651434662,0.1579187,0.01835625,0
1,-1.347930116,0.0036625,0.0358,0
1,-1.504517812,0.0064375,0.082475,0
1,-1.162416107,0.01761875,0.1458813,0
1,-1.382427609,0.01730625,0.0138875,0
1,-1.023080288,0.0221,0.0518875,0
1,-0.893922826,0.0014875,0.0045625,0
1,0.892635425,0.0540875,0.0170375,0
1,0.413263619,0.1348563,0.010375,0
1,0.380600233,0.138175,0.02651875,0
1,-0.096755932,0.1471625,0.00515,0
1,0.292193756,0.1937875,0.0203125,0
1,1.277443244,0.0508,0.0034375,0.04
1,0.744730005,0.1906,0.10855,0.13
1,0.009033876,0.045225,0.3720375,0
1,0.279417603,0.0905625,0.3057063,0
1,-0.457067255,0.04348125,0.09976875,0
1,-0.630299631,0.02904375,0.0858125,0.04
1,-0.171585007,0.0837375,0.1332063,0
1,-0.95412286,0.0126875,0.3839188,0
1,-0.854999688,0.00026875,0.07605,0
1,-1.039274266,0.001225,0.1287938,0
1,-0.711169367,0.005625,0.3053375,0
1,1.290079597,0.00666875,0,0
1,0.169878203,0.118125,0.1255812,0
1,-0.641611003,0.06679375,0.21475,0
1,-0.666387101,0.0426,0.15385,0
1,-0.653153986,0.032075,0.0631375,0
1,-0.807557028,0.0081,0.01840625,0
1,-0.169863575,0.0747625,0.0310875,0
1,-0.064680963,0.068075,0.02666875,0
1,0.410565666,0.08690625,0.03265,0
1,1.178530817,0.0494,0.0026,0
1,1.163388477,0.07636875,0.0199125,0
1,0.192463388,0.0853125,0.1179688,0
1,-0.063798338,0.0412875,0.1066625,0
1,-0.542569207,0.03939375,0.07216875,0
1,-0.548033971,0.06145625,0.078725,0
1,-0.33808815,0.09504375,0.07755,0
1,1.340902523,0.06623125,0.0161625,0.05
1,-0.922692646,0.05883125,0.06046875,0
1,-1.43288747,0.00466875,0.04350625,0
1,-1.035236726,0.0162,0.07900625,0
1,-0.84812648,0.04583125,0.05636875,0
1,-0.52484159,0.1156375,0.04859375,0
1,-0.649460732,0.07915,0.1150875,0
1,-0.780108015,0.04134375,0.04428125,0
1,-0.423602621,0.0538,0.0672625,0
1,1.179313286,0.122725,0.046425,0.15
1,-1.153952922,0.0297375,0.0533125,0
1,-0.828664911,0.0789,0.09400625,0
1,-1.35037142,0.1146125,0.056475,0
1,-1.951144855,0.1087562,0.0347875,0
1,-1.503240822,0.04901875,0.2685875,0
1,-1.557857158,0.0909375,0.16455,0
1,-1.440518108,0.1155437,0.2223625,0.01
1,-2.446479028,0.00960625,0.011125,0
1,-2.834014013,0,0.0003125,0
1,-2.214411243,0.00475625,0.1531188,0
1,0.689043252,0.2025125,0.1002437,0
1,-1.684554538,0.079675,0.3442937,0
1,-2.201998155,0.0246,0.1351812,0
1,-2.028809598,0.02935,0.144425,0
1,-2.092696626,0.040875,0.07811875,0
1,-1.276994607,0.03855625,0.248575,0
1,-0.268066564,0.06005,0.1321688,0
1,-0.733990336,0.03236875,0.01579375,0
1,-0.615589214,0.00729375,0.03283125,0
1,1.021035457,0.1476688,0.0452625,0
1,-1.282565786,0,0.09855625,0
1,-1.690157016,0.0010875,0.039625,0
1,-1.358890942,0.0013375,0.0588875,0
1,-1.296174487,0.00086875,0.04139375,0
1,-1.432067443,0.02503125,0.17195,0
1,-1.107455485,0.01444375,0.129825,0
1,-0.763807621,0.0053375,0.0561,0
1,0.948635166,0.06925,0.0106125,0
1,0.591447459,0.1180812,0.03534375,0
1,0.472092768,0.1924125,0.037175,0
1,0.186716936,0.11475,0.06410625,0
1,0.888679262,0.15605,0.1087313,0
1,0.993386133,0.09129375,0.0039875,0.07
1,0.67294943,0.1385125,0.02688125,0.14
1,-0.492704023,0.03091875,0.17815,0
1,-0.009538808,0.07721875,0.1660375,0
1,-0.565442341,0.018925,0.07731875,0.01
1,-0.299390363,0.07250625,0.02505,0.01
1,-0.446938977,0.084775,0.00605625,0
1,-0.445874819,0.0592875,0.03644375,0
1,-0.687964466,0.02006875,0.0245875,0
1,-0.25984751,0.09505,0.0383,0
1,-0.477567943,0.063675,0.0806625,0
1,-0.259459405,0.0393125,0.1981187,0
1,-0.726624695,0.032225,0.2573125,0
1,-0.962304356,0.01166875,0.1577812,0
1,-0.419289652,0.09878125,0.2038875,0
1,-0.694330634,0.02293125,0.01000625,0
1,-0.725322666,0.00344375,0.2377938,0
1,-0.221550347,0.0767875,0.02116875,0
1,0.682846097,0.1165375,0.03415,0
1,1.629045166,0.01769375,0.0033,0
1,0.438790888,0.01414375,0.0008,0
1,0.50788603,0.0042125,0.00003125,0
1,0.118704731,0.04095,0.02131875,0
1,0.071387266,0.08065625,0.05341875,0
1,-0.381443192,0.06968125,0.0815125,0
1,-0.886292188,0.0423625,0.340375,0
1,1.590635328,0.01419375,0.00586875,0.14
1,-1.602313917,0.00345625,0.048775,0
1,-1.313683013,0.0171625,0.1685625,0
1,-0.818035853,0.03219375,0.04905625,0
1,-0.766549393,0.02153125,0.05943125,0
1,-1.046717111,0.01809375,0.22935,0
1,-0.637022605,0.06429375,0.0731625,0
1,-0.25909634,0.1236,0.03753125,0
1,0.138886171,0.036575,0.0828875,0
1,-0.306013181,0.09461875,0.07184375,0
1,1.280740047,0.0579875,0.0230125,0.05
1,-0.420166017,0.0822625,0.07541875,0
1,-1.703490288,0.2124875,0.08346875,0
1,-1.499303438,0.09545,0.4694125,0
1,-1.043205391,0.1357187,0.2847375,0
1,-2.005254151,0.08083125,0.06560625,0.01
1,-2.697200874,0.01311875,0.00770625,0.01
1,-2.56655985,0,0.002625,0
1,-2.945800663,0,0.00046875,0
1,1.339487819,0.07630625,0.058825,0.03
1,-1.738882925,0.007875,0.2352625,0
1,-1.335166482,0.04575,0.373925,0
1,-1.437087764,0.03593125,0.2178437,0
1,-1.745004963,0.0043375,0.01556875,0
1,-1.135999954,0.0887125,0.3794062,0
1,-0.569886765,0.1103375,0.3263375,0
1,-0.372210058,0.00483125,0.00263125,0
1,1.310348674,0.06803125,0.01481875,0
1,-0.707006632,0,0.00370625,0
1,-1.669067912,0.0027375,0.06473125,0
1,-1.639822351,0.00109375,0.01015,0
1,-1.950374905,0,0.00518125,0
1,-1.346108529,0.0076375,0.1901375,0
1,-1.303848943,0.00041875,0.0651125,0
1,-0.765529053,0.00486875,0.0963,0
1,0.960234486,0.05154375,0.0119875,0
1,0.514865653,0.0965625,0.02116875,0.01
1,0.470934714,0.0899375,0.07029375,0
1,1.293660175,0.014475,0.00658125,0
1,1.183651294,0.0529875,0.00184375,0
1,0.941167282,0.1537,0.00741875,0.12
1,0.693587832,0.1911563,0.03310625,0.12
1,0.238403708,0.1211375,0.1319625,0
1,0.092889514,0.0883875,0.08621875,0
1,-0.696584145,0.0134375,0.11525,0.1
1,-0.200110697,0.09735,0.02300625,0
1,-0.159691478,0.08948125,0.06239375,0
1,-0.086408562,0.09539375,0.0286125,0
1,0.103681326,0.1116687,0.0279125,0
1,-0.672346385,0.01886875,0.1393563,0
1,-0.268442149,0.09186875,0.06095,0
1,0.066523438,0.09896875,0.0187,0
1,-0.193825906,0.1016375,0.027225,0
1,-0.184261005,0.099725,0.1284188,0
1,-0.95742175,0.05814375,0.1624063,0
1,-0.575144957,0.04294375,0.095625,0
1,-0.083829544,0.1162813,0.07361875,0
1,-0.33958423,0.08121875,0.2682,0
1,0.340994783,0.1319312,0.01344375,0
1,0.747596972,0.1374438,0.014475,0.03
1,1.056515731,0.03278125,0.00368125,0
1,0.080564062,0.03940625,0.02230625,0
1,-0.275102525,0.0477875,0.05245625,0
1,0.0427489,0.0516875,0.011675,0
1,0.280688332,0.0476875,0.0145,0
1,0.449006803,0.00169375,0.00043125,0
1,0.086041345,0.01311875,0.043925,0
1,-0.067128526,0.03476875,0.1242813,0
1,-0.2131435,0.0425,0.03338125,0
1,-0.887731931,0.0597625,0.2688563,0
1,-0.87514357,0.045025,0.3561937,0
1,-1.387629463,0.0290625,0.3398875,0
1,-1.498808918,0.03239375,0.1303687,0
1,-0.970423254,0.05069375,0.05724375,0
1,-0.93344064,0.0400625,0.04169375,0
1,-1.215135738,0.0202625,0.1277938,0
1,-0.516835367,0.09075625,0.05006875,0
1,-0.266213678,0.08173125,0.03894375,0
1,-0.025945618,0.06835,0.01461875,0
1,-0.734142657,0.070275,0.0852625,0
1,-1.227223319,0.0472875,0.1597937,0
1,-0.452560234,0.0645875,0.1251062,0
1,-0.463352046,0.0937125,0.1163125,0
1,-0.842730574,0.1374625,0.1164188,0
1,-1.129583708,0.1868438,0.1882,0
1,-1.679815906,0.08275,0.08695625,0
1,-1.899921305,0.0641875,0.1704812,0
1,-3.033124203,0.00219375,0.0100125,0.03
1,-2.562609947,0.00584375,0.0333375,0
1,-2.890163988,0.00188125,0.0334625,0
1,-2.6687816,0,0.00083125,0
1,-1.422577659,0.01990625,0.2132,0
1,-1.495021768,0.07115,0.225425,0
1,-1.768378877,0.03443125,0.1260938,0
1,-1.416718531,0.036025,0.2170938,0
1,-0.610018035,0.0998625,0.344475,0
1,-0.211246796,0.01954375,0.1082438,0
1,1.153241419,0.08371875,0.012675,0
1,-1.075706023,0,0.01188125,0
1,-2.062123998,0.0056625,0.02225625,0
1,-1.705687461,0,0.0026,0
1,-1.426058081,0,0.239775,0
1,-1.323085161,0.00206875,0.158125,0
1,-0.999837829,0,0.07036875,0
1,-0.592077586,0,0,0
1,0.698376542,0.1254625,0.020025,0
1,0.497451023,0.1196,0.01094375,0
1,1.065980476,0.04696875,0.004975,0.03
1,0.666789834,0.1754188,0.05254375,0
1,0.98941119,0.0745375,0.013475,0
1,1.340645873,0.02245,0.0008875,0.02
1,1.164659206,0.141225,0.00684375,0.07
1,0.698764647,0.2144687,0.03488125,0.05
1,0.172920442,0.1436812,0.02613125,0
1,-0.094633876,0.05973125,0.03638125,0
1,-0.278075908,0.06158125,0.03274375,0.08
1,0.46095041,0.128275,0.03541875,0.04
1,0.37564877,0.1178938,0.0203875,0
1,-0.143391084,0.08336875,0.02796875,0
1,-0.333418375,0.0259625,0.02139375,0
1,-0.425286495,0.03559375,0.0655875,0
1,-0.681961364,0.013125,0.0198875,0
1,-0.473060922,0.0511875,0.0723,0
1,0.507141119,0.187,0.0267875,0
1,0.120770449,0.1646313,0.09146875,0
1,-0.281700304,0.1326563,0.02909375,0
1,-0.844013823,0.02571875,0.05768125,0
1,-0.101569681,0.08365625,0.0704375,0
1,0.140620122,0.14335,0.0204625,0.02
1,0.04955951,0.1045562,0.0322875,0.04
1,0.293502045,0.170975,0.0279625,0.06
1,0.847715445,0.0451375,0.0070375,0.01
1,0.606013902,0.002175,0,0
1,-0.0677858,0.04244375,0.0127,0
1,-0.217606704,0.062175,0.03784375,0
1,-0.535501947,0.06280625,0.03939375,0
1,-1.200318905,0.045775,0.03676875,0
1,-0.616039916,0.06103125,0.029925,0
1,-0.096730893,0.05534375,0.0425625,0.01
1,0.2618277,0.0186,0.00218125,0
1,0.350807987,0.00405,0.0009375,0
1,0.180192188,0.0315625,0.01840625,0
1,-0.204367328,0.06343125,0.06598125,0
1,-0.442118968,0.0478875,0.07615625,0
1,-0.727914203,0.044825,0.1991875,0
1,-1.519522437,0.04178125,0.4235563,0
1,-1.932215365,0.01003125,0.0445375,0
1,-1.829517874,0.02681875,0.12945,0
1,-1.103067399,0.06435625,0.08813125,0
1,-1.034253945,0.02880625,0.0866125,0
1,-1.198597473,0.02266875,0.04319375,0
1,-0.662812783,0.0807,0.01736875,0
1,0.095831597,0.08646875,0.01893125,0
1,-0.228824179,0.06714375,0.0216375,0
1,-0.598731702,0.09829375,0.0760125,0
1,-0.67829315,0.03616875,0.0172125,0
1,-0.518794669,0.05729375,0.05204375,0
1,-0.329881615,0.09874375,0.05681875,0
1,-0.479871532,0.1078813,0.0938375,0
1,-0.766148768,0.12155,0.06315625,0
1,-1.54192609,0.1316938,0.1444938,0
1,-2.143995294,0.09876875,0.06780625,0
1,-3.217761847,0.00716875,0.01008125,0
1,-2.841970157,0.00533125,0.04449375,0
1,-2.468807563,0.025975,0.09243125,0
1,1.318699183,0.02124375,0.011075,0
1,-2.565833719,0.00175,0.0050125,0
1,-2.012396528,0.03875,0.075625,0
1,-1.33673142,0.0975,0.1383875,0
1,-1.572041756,0.04100625,0.3186563,0
1,-0.320373052,0.0519875,0.1294063,0
1,0.681950953,0.1536875,0.03793125,0
1,-1.284856856,0.00374375,0.0138125,0
1,-1.510351901,0.00296875,0.01148125,0
1,-1.450740283,0,0.03931875,0
1,-1.30466897,0,0.09650625,0
1,0.47203643,0.1027687,0.00698125,0
1,-1.012889412,0,0.001625,0
1,-0.836821368,0,0.0002375,0
1,-0.867043451,0,0,0
1,0.626151524,0.1667438,0.0301125,0
1,1.247269153,0.0464875,0.001725,0
1,0.968766528,0.076275,0.0216875,0
1,1.308908931,0.00865,0.0011375,0
1,0.326134132,0.1168625,0.1417062,0.08
1,-0.179822841,0.074225,0.0636875,0
1,0.086272956,0.1626125,0.02170625,0
1,-0.606468756,0.06578125,0.1012187,0.02
1,-0.340617089,0.052325,0.02640625,0
1,0.560223816,0.1212125,0.015,0
1,-0.094734032,0.1152,0.0205125,0
1,-0.430882713,0.055625,0.052575,0
1,0.539954739,0.0819125,0.0186125,0
1,0.576405275,0.0964,0.019975,0
1,0.125709393,0.1441875,0.015875,0.01
1,-0.135209588,0.1133313,0.04301875,0
1,-0.064981431,0.074025,0.09015625,0.02
1,0.443623416,0.1125062,0.01190625,0.07
1,0.824212163,0.05405625,0.0028875,0.12
1,0.888040767,0.06698125,0.004925,0
1,0.810507479,0.0091375,0.0112625,0
1,0.632267302,0.0018375,0,0
1,0.296813453,0.0238625,0.0005,0
1,0.119768888,0.0614625,0.00555625,0.01
1,-1.605700443,0.013375,0.0098375,0
1,-0.768195707,0.0494,0.00890625,0
1,-0.597986792,0.1212687,0.07514375,0
1,0.104432496,0.044925,0.01165,0
