"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4.77613509748577,0.0173056758948359,0.0612059186922271,0.0160940716274288,0.00397315501103038,0.0040125635221156,0.0170763274531892,0.00387442520582354,0.00402397424041629
"2",0.590292424857045,0.00476521769893072,0.0153071086156142,0.00238058130966832,0.0010743410096231,0.000946323255238419,0.00323907923606848,0.000619292761370238,0.000796120355384867
"3",1.02149759803537,0.00831417842911225,0.0317400870924578,0.00329831151510924,0.00183035395895883,0.00152623440348484,0.00570120258481373,0.00160717290822218,0.00228641165331678
"4",0.727281729053764,0.00507351672539427,0.0184016129952494,0.00244030812923995,0.0011308247624089,0.00111267099581651,0.00420951398573023,0.000605721895879013,0.00116305121379997
"5",1.23595945655487,0.0126984001991513,0.0458678623868565,0.0049028700653969,0.00181755793425182,0.00188931269453413,0.00766371902485826,0.00137361076533028,0.00202141487833771
"6",1.57532613369456,0.0152523676309359,0.0604087563274019,0.00669641318232308,0.00228022270323658,0.00206446514082247,0.0128601044313429,0.0029323321689552,0.004064883622135
"7",5.52096450995792,0.0200086864037185,0.0795536643571507,0.0184300484171448,0.00628297301420512,0.00686854745155317,0.0216681140519555,0.00738226838741104,0.00685908885512685
"8",1.15551266983813,0.00895610923084935,0.0352618164696018,0.00390213650987072,0.002126652586314,0.00189075031059386,0.00916656798856043,0.00138867446562089,0.00254226627669236
"9",1.08095661815471,0.00893494983679929,0.0358205398213802,0.00364336051725755,0.00196403704545261,0.00168212557460584,0.00753576628591488,0.00141002753939503,0.00223538693110014
"10",1.04118774594831,0.00866211106298071,0.0346034974910913,0.00343305715593866,0.00189837718506203,0.00160376905332648,0.00673158291023566,0.00161668421277973,0.00229197171617013
"11",1.10060984745096,0.00976539641563403,0.037051804775333,0.0037518874147823,0.00232293349244686,0.00185187926256154,0.00760732704228583,0.00191085051678219,0.00243307106658009
"12",1.60897911082639,0.00830460511265053,0.0327147868321415,0.0054970760165182,0.00200915137888644,0.00194662196070232,0.0111919792873021,0.00171504481482705,0.00333600257444281
"13",1.38632811628672,0.0124285124204887,0.0474655611368092,0.00474994719217394,0.0030745720496462,0.00229615191973735,0.0130137411481435,0.00414276363310431,0.00456691854931826
"14",1.16986209018,0.0107258517491467,0.0430091964615998,0.00407223795374123,0.0026593182207564,0.002192117483649,0.00983644733206259,0.00199184960635362,0.00286329472879497
"15",0.641810305665354,0.00470555471024023,0.0142529638577559,0.0025589528909274,0.000957239243334771,0.000846087407249022,0.00302325387994623,0.000657720707128811,0.000724778848451451
"16",1.95409954228815,0.014862450481229,0.0574777558153728,0.00592977040075974,0.00353928085387519,0.00287315663352002,0.0141211677050848,0.00500573790871842,0.00577136488072448
"17",1.99574653796852,0.0176077319465701,0.0613825655649074,0.00672416187741846,0.00447292014378412,0.00282191615687772,0.0132866188373102,0.00771610565881647,0.00868413938992821
"18",4.56293388157866,0.0249926405601858,0.100530211904832,0.020773171759201,0.00766015369903044,0.00630277536733728,0.0252459340932274,0.00402786071639897,0.00661924993258386
"19",1.52756939920577,0.0129217404924814,0.0511808654844671,0.00487784680394277,0.00278264472300425,0.00206883667505406,0.00929499872270996,0.00780308033470902,0.0079165767270373
"20",1.28943234947629,0.00974797954937027,0.0409959602238139,0.00387731577957085,0.001821703261168,0.00173993785197842,0.0063909078283397,0.00129082814501618,0.00220513741651454
"21",1.40261312743227,0.0101477546360013,0.0410357540415228,0.00503017135626907,0.00195800933002268,0.00197845214538111,0.00744036051225336,0.00170810620316422,0.00249646374182847
"22",3.03729141363568,0.0175068702793862,0.0687085382679107,0.0127994170856283,0.00332719565810124,0.00462665805027348,0.0204392411266984,0.00351767809870339,0.00594904093400752
"23",1.9854760002818,0.0167353095575478,0.06143948642807,0.00766888040684849,0.00334232358692949,0.00285790815445663,0.0134697060651196,0.00891020512203617,0.00888394900875809
"24",1.36398083173739,0.0105911458415843,0.0398656555414253,0.00430161277517612,0.00243776429349993,0.00216875824465472,0.0100591700540236,0.00402307309855619,0.00433963987948841
"25",0.376831279115713,0.00335798560463524,0.0115374983345199,0.00138740789750954,0.000682693359340747,0.000603801886270704,0.00228207672544767,0.000447118538958879,0.000606463063752533
"26",4.51752344815601,0.0170056016964555,0.0604224172592168,0.014458134549928,0.00493038046750117,0.00375329093436315,0.0165939317982913,0.0060314669091842,0.0059855045628249
"27",2.24457020531621,0.0186020331983072,0.0644867127350841,0.0103880393716208,0.00344203862719653,0.00276795011640267,0.0143877313739063,0.00896357700495126,0.00967922161617558
"28",5.32071893484606,0.022807560508478,0.070421638645864,0.0185456740721474,0.0042463026447701,0.00555991736022159,0.0224298134189468,0.00649721568004826,0.00739292340779564
"29",2.83407803899182,0.014836571568204,0.0566189236023445,0.00924647765729009,0.00341112671897597,0.00360835389830861,0.0133393316061494,0.00646626147579267,0.00622716799869355
"30",6.44194702622073,0.02058241145841,0.0676655737642821,0.0236230236877333,0.00475428322929564,0.00730393335508239,0.0189745158508819,0.00858982109648988,0.00885830314526849
"31",0.881662267106282,0.00902348028363262,0.0336397114718982,0.00313211923621056,0.0015133997126331,0.00144887418222568,0.0054258642208223,0.00141706666269435,0.00184881880752087
"32",1.10492432756785,0.00795388879162214,0.0198312778075054,0.00472268463274692,0.0013890098928619,0.00130955294628645,0.00488013463939606,0.000942911654150605,0.00102267268043303
"33",2.01831072634934,0.0102307712361792,0.0333371913094689,0.00671854901756132,0.00233546006241604,0.00219267612353742,0.00820301105142687,0.0019951872942057,0.00199080120205653
"34",3.99927596475611,0.0267116967847526,0.0757739285600382,0.0201378531466465,0.0132871493819083,0.00791164717580658,0.0253878073142806,0.00678110708586869,0.00696647188882678
"35",2.86176178223585,0.0107892481762896,0.0332996208896264,0.0103913853924671,0.00206116471935688,0.00207186703769775,0.00904683373016031,0.00288016138261505,0.00297822414072792
"36",2.18522402837824,0.00844673103145348,0.0297080708598429,0.00683191429053432,0.00176961615793144,0.00181364219607122,0.00727328898427563,0.00163949607358049,0.0017170985265421
"37",0.809215104284347,0.00500912263865412,0.0141755140046076,0.00319134736593271,0.000940556549399317,0.000892978994963322,0.00336009714264653,0.000700250306169535,0.000709536232353672
"38",1.26212263669432,0.00758384487118681,0.025751595979357,0.00427747355541345,0.00173089408039527,0.00162554300560856,0.00524309550096991,0.00147636105658842,0.00158458402703981
