"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"1","intercept","2.10120437537893","1.1705988596802","3.07102922375404","0.484307913180931","0.230490626640538","0.150832959167585","0.448042668214125","0.129669955238915","Clark","Crinia.sig"
"2","area","-0.0313746040800447","-0.243921276892469","0.1880238648715","0.101704023479402","-3.61461846322124","-2.60934733273474","-7.7274622589313","-2.03297889032997","Clark","Crinia.sig"
"3","VerticalWall","-0.726556436843266","-1.29930720837535","-0.16534492042771","0.284970594087929","-0.392220864942118","-0.25660416961827","-0.774219533531375","-0.220255853703809","Clark","Crinia.sig"
"4","road","-16.1034949273659","-21.1931903024818","-10.9156965273294","41.408083898571","-0.161337682123333","-0.105637163629086","-0.320082531344884","-0.0910904780205184","Clark","Crinia.sig"
"5","intercept","0.476013158382347","-0.312703982830644","1.22946577707222","0.402604612121265","0.845784628075095","0.554954162421744","1.68219244038052","0.475693359119531","Clark","Lim.dumer"
"6","area","-0.0595162438943759","-0.270994680546081","0.152591862338781","0.0944839089795979","-1.77021053173912","-1.15042939221891","-3.57750389136214","-0.994539030823735","Clark","Lim.dumer"
"7","VerticalWall","-0.22487966875585","-0.784370979134105","0.368130116255361","0.289011974691933","-1.28518498933628","-0.867397627603035","-2.76883217908666","-0.723195106183866","Clark","Lim.dumer"
"8","road","-7.29047587356236","-11.8033930860097","-2.8631589018704","35.4095087410878","-0.304743775662341","-0.202477787836581","-0.609566187848868","-0.171595586090473","Clark","Lim.dumer"
"9","intercept","0.394126773991959","-0.59456397682459","1.32366094615269","0.476871495826386","1.20994443233668","0.770105659529283","2.63095994589722","0.679507372722269","Clark","Lim.peron"
"10","area","0.0132320995565364","-0.229152546548732","0.256098766466619","0.11314727502366","9.53493906163416","9.76282610959999","18.008140455101","5.33598195458477","Clark","Lim.peron"
"11","VerticalWall","-0.460927065691818","-1.01316087346698","0.116495864189134","0.276740232138135","-0.600399179689673","-0.387037762043646","-1.25984255654842","-0.336137848248129","Clark","Lim.peron"
"12","road","-4.86079797155477","-9.4862120537893","-0.679661709143211","36.2486689797646","-0.46790244313869","-0.312807954982288","-0.866285628762883","-0.263283750190381","Clark","Lim.peron"
"13","intercept","0.513183631090709","-0.275862058188562","1.34087819706769","0.406044347180919","0.791226225041357","0.542579101536442","1.51804296314024","0.447078977938058","Clark","Lim.tas"
"14","area","0.140848876567433","-0.0854664138535864","0.36175410372669","0.10069831519301","0.797207543414159","0.549094583215434","1.61867695873704","0.449883409846319","Clark","Lim.tas"
"15","VerticalWall","-0.141547188447614","-0.68947910001505","0.418194603971338","0.282535950934169","-1.99605484243677","-1.27085229094591","-4.08307043026856","-1.122085273571","Clark","Lim.tas"
