Longitude,Latitude
-107.0216849,43.1052467
-107.6895359,43.2696147
-107.9682469,43.9788367
-106.8707959,43.8837877
-106.1980599,43.6495507
-104.9131849,43.9437317
-108.8392939,42.7370707
-108.1937259,42.6373937
-107.6910709,42.2318677
-107.4353169,42.1622097
-106.9904259,42.5664457
-106.5688169,42.2489347
-106.4130859,42.2409977
-105.8889389,42.4363077
-105.2973399,42.2169227
-104.41854,42.828263
-109.1835779,41.5697327
-106.3898999,41.6851957
-104.1193009,41.2153307
-105.8112249,42.8372527
-104.3682667,44.9683375
-104.2504959,44.5140157
-108.84019,41.8899757
-105.7138139,44.2045607
-110.6663889,43.9867047
-104.1752214,44.2694606
-108.42982,41.7025687
-114.73244,49.29379
-117.25726,49.14681
-120.59727,49.15319
-121.68847,49.29488
-118.74332,50.44063
-119.32095,50.67375
-120.71029,51.38704
-121.97944,51.41319
-122.06768,52.14952
-123.52471,52.2551
-120.0785,53.27895
-119.67144,53.08394
-126.79256,54.36058
-128.58215,54.37166
-129.29622,54.33308
-120.15842,55.45441
-123.20833,55.45083
-127.8863,55.15831
-129.28439,56.10483
-125.24111,50.02638
-133.79492,60.00029
-124.83168,54.08715
-132.05651,54.03085
-115.64972,49.64847
-118.47504,49.04169
-119.72963,49.59762
-119.08702,50.26615
-121.82873,50.88093
-122.95793,50.14379
-121.46523,51.97885
-122.40933,51.95592
-123.07011,51.79483
-124.36813,51.98254
-121.38518,52.47331
-122.8157,53.9421
-127.31883,55.00224
-131.79334,53.20804
-124.17869,49.78313
-129.06944,59.96444
-136.59568,59.78907
-123.54811,48.74932
-124.05783,48.82305
-118.77692,49.70977
-119.27952,49.10741
-121.38798,49.02589
-122.53478,49.18402
-124.09906,49.19418
-118.77176,50.21164
-119.08629,50.81583
-121.61208,50.78927
-122.25638,50.43183
-119.5261,49.25746
-120.22432,49.40133
-123.17833,49.68665
-125.09807,49.64242
-121.5819,50.24223
-120.14918,49.72025
-120.9503,50.13425
-123.0047055,41.8223332
-123.9615249,40.4150917
-122.3059647,40.3520163
-122.9409709,39.5232837
-120.7596199,39.1239687
-123.5854569,38.8035918
-121.7519384,38.0878897
-119.8362579,38.3432387
-120.860951,37.5947824
-119.6302109,37.3670857
-116.8011859,33.3988807
-114.7292329,33.4048617
-121.2813029,36.8242987
-119.3047559,36.6315997
-117.800197,35.6076917
-116.1930811,35.8040435
-115.1040949,34.0883297
-122.8668979,38.0453507
-120.6326679,39.7846537
-121.704424,39.9935292
-122.2390059,39.7633427
-123.5822599,39.1612277
-119.8237379,38.7754607
-115.8016279,33.6738577
-115.4847789,33.2200507
-120.2906994,38.5562592
-119.1943049,38.1752167
-122.3819302,40.5164906
-121.0356899,38.7202247
-116.7862853,33.1990869
-121.6956939,36.4530827
-118.0989909,36.5074727
-118.6547779,36.4664267
-119.0450209,34.7383427
-119.5118359,36.6992615
-118.2071003,35.5494581
-118.9088976,36.8189424
-120.5084609,35.3183817
-119.7298739,35.0931687
-120.3368295,41.2351468
-120.9253159,38.7687607
-121.1597352,37.5141365
-119.8035199,37.7472667
-120.4258218,39.6153759
-121.6093062,39.4978958
-123.3982919,39.5664857
-121.9157259,40.3357087
-120.1080006,40.4932903
-123.0337989,40.6589377
-120.3753129,41.7332787
-121.8916067,41.9998861
-122.0111142,41.8224004
-122.1355519,41.2323207
-122.1464708,37.8183531
-121.0644229,35.9222607
-123.4877394,41.3813232
-123.6037721,40.1732694
-122.6387259,40.0279597
-120.623502,40.2017613
-123.484892,39.6878368
-122.719303,38.5498734
-120.4473869,38.7694117
-121.6774341,37.2521703
-120.6452578,37.9834939
-123.0480649,38.3407717
-122.1565019,37.2115267
-122.6334149,41.7401687
-121.8238479,41.2528113
-119.1614638,37.2556212
-123.2270969,39.1634647
-116.48047,32.92408
-121.1582986,36.7497605
-116.7979649,33.5014318
-122.5109615,38.3796305
-122.2276839,37.1650627
-120.6797897,38.3539344
-124.0540137,41.8020549
-121.2574609,41.6708967
-120.5011538,41.8699632
-120.4745547,41.0534621
-123.4827189,40.8031297
-122.8597869,40.1803227
-120.8358171,40.4392679
-120.9961818,40.0402279
-120.5734077,38.7396833
-120.7242129,38.7995807
-119.7938035,37.4618753
-123.8982699,41.7045577
-123.0816729,41.0822737
-120.0376959,38.1700196
-123.6046832,40.8879703
-120.5453404,40.1541637
-121.73284,37.665124
-108.0883263,40.7402199
-107.6901017,40.8403233
-106.874918,40.1531859
-105.0392299,40.5090827
-103.440258,40.2096396
-102.9337159,40.6569477
-107.6483229,39.9658907
-106.7610657,39.2438073
-105.2791994,39.2209796
-104.3691567,39.3798417
-103.6493769,39.8568857
-102.6325909,39.8307687
-108.1390507,38.694789
-106.7550729,38.5137277
-105.8127155,38.025678
-104.0920409,38.8398807
-102.5212329,38.1437717
-107.7918089,37.2149507
-103.1977919,37.9979687
-102.2921829,37.6879837
-108.4153871,40.0653006
-107.9697719,40.1380256
-106.4591899,40.8796847
-104.6963429,40.3052417
-103.3439259,40.8478437
-102.7182079,40.2631147
-106.2206124,39.5442667
-105.4160009,39.0800627
-104.1886679,39.8407587
-102.4274519,39.3883077
-108.623622,38.7397289
-106.9174979,38.5920517
-106.5542061,38.5112521
-104.0715939,38.6945177
-103.9489359,38.1746667
-102.5906749,38.6933497
-108.0204389,37.7907487
-105.7459646,37.1810849
-104.0585169,37.0446817
-102.5796589,37.1052137
-105.5525819,37.2872957
-108.5755774,39.0521056
-107.0036239,37.7792747
-106.4250933,37.6329865
-108.6736679,40.6165527
-107.0331404,40.2101727
-106.4907839,40.1331937
-105.4722069,40.7597487
-104.5420149,40.8566157
-102.0845649,40.6141447
-108.4622799,39.5130367
-107.6169662,39.6468148
-105.85,39.6666667
-103.7867237,39.373985
-102.5923459,39.5341427
-107.6025079,38.8387837
-106.4305419,38.7474207
-105.2290729,38.3674037
-103.2345199,38.1719747
-102.7381166,38.2958688
-108.0888449,37.7801857
-107.183624,37.2329382
-106.1915747,37.0593545
-105.927905,37.6909727
-102.2766499,37.1640087
-108.5596319,40.2777657
-107.8616029,40.6681037
-106.9331855,40.6746076
-105.4284449,40.5692247
-103.7997669,40.3492697
-102.3257889,40.9679121
-107.3678337,39.0799673
-104.3773535,39.7238537
-102.1105579,39.1718637
-108.4608309,38.0687767
-106.1069649,38.4480577
-105.7794649,38.6441327
-104.4588733,38.5495769
-102.2107619,38.2460697
-108.7610769,37.8399527
-106.6533167,37.6490053
-103.8764488,37.95117
-102.8682559,37.2067937
-108.7539818,40.2044442
-107.8736167,40.0522652
-107.6922689,39.7578337
-105.5238079,39.8235192
-104.7380455,38.9999639
-108.5366804,38.2700861
-107.7416909,38.1738367
-106.8645557,38.0540197
-108.4743579,37.4432477
-106.2560823,37.8392179
-105.232388,37.9410936
-104.5848671,37.3389499
-106.1788927,39.1305537
-104.5086695,39.9848652
-104.4189177,38.0641056
-105.5210119,37.0988956
-106.00812,40.179928
-72.5159969,41.7026037
-72.1530946,41.417728
-72.4984279,41.2710807
-72.1354049,41.7771877
-73.2167392,41.5493443
-73.5009399,41.5387127
-73.5313225,41.3362789
-72.5906625,41.5651229
-72.8512329,41.5832977
-72.9270422,41.7378788
-72.9557559,41.8805267
-75.6860679,39.5003037
-75.5873207,39.7518831
-75.5366119,38.9594417
-75.4652999,39.0287137
-75.2899489,38.7480537
-75.6392639,39.3705837
-75.4638509,38.7324037
-87.4079434,30.9291812
-86.2758321,30.3755433
-86.4809129,30.5193157
-85.1334541,30.5288404
-85.2869789,30.3372497
-84.0413094,30.5950194
-85.3003555,29.7818335
-83.8569684,30.2734632
-83.3782062,29.6686989
-82.7337409,30.5026237
-82.394802,29.1916199
-84.9762879,29.9877641
-82.1186659,27.4438745
-81.3438119,29.8899427
-81.9062085,30.7202649
-82.3022052,28.3266818
-81.8343049,29.8970697
-81.8605659,28.1788407
-81.9816829,28.5723877
-81.4189503,27.3232866
-80.8712309,28.7481187
-82.1462286,27.6610372
-80.9676799,25.7510497
-80.3854635,26.9657323
-82.1623546,30.2531989
-86.7860494,30.7209289
-86.1160696,30.7184797
-85.2426415,30.5335474
-85.7419899,30.9498107
-83.6676053,30.2929508
-84.6639032,30.387698
-81.9519897,30.5196049
-83.2158819,30.5193097
-84.340943,29.9468226
-81.8774959,29.5359317
-81.1983453,29.4080424
-82.1719367,28.6471072
-80.8980039,28.1011187
-81.5469756,28.6901383
-81.3372759,28.3225489
-81.4536353,27.7611546
-80.2292965,26.0856265
-81.126711,26.5587549
-83.0674784,29.6862263
-82.6352619,28.2764097
-81.7610009,26.9459847
-81.6570333,25.9322682
-85.836483,30.53685
-85.0052085,30.3242578
-82.119094,29.4553574
-82.5089729,28.0402277
-81.7191254,27.9007144
-82.0333415,26.9297114
-80.9335333,25.1388716
-86.455486,30.965694
-82.2851269,29.1871917
-82.334936,27.769929
-81.6004029,27.4972377
-80.4147339,25.618989
-81.5829559,24.597703
-81.4181496,31.3641465
-83.0293039,30.9276387
-82.3558447,31.9696201
-84.5234609,30.8199147
-84.7198949,31.7456477
-83.4524425,32.3986852
-83.9907256,33.0058447
-84.4948117,32.9365857
-83.2572724,31.212031
-82.4803579,33.7890197
-83.1735057,33.7540376
-84.4058069,31.2906127
-83.3156813,34.0324127
-84.7282157,34.566415
-84.7868559,34.0545254
-83.7887419,32.3776397
-83.5415723,34.4948364
-83.0957341,33.5197045
-84.2682799,32.1823297
-81.637766,32.8829954
-83.6478349,32.9464727
-85.2533567,33.5381995
-85.3463759,34.6689717
-84.5636584,32.3152912
-85.0490155,34.3863104
-84.0687099,34.7642707
-83.4074789,34.9172777
-84.2188269,33.6307147
-83.8122125,33.1053145
-82.6759719,33.6477247
-82.8309704,33.0291229
-83.5781559,32.1468537
-82.9529801,32.1747043
-82.3672037,32.88997
-83.5531469,31.9142657
-81.6930981,32.6493901
-83.80112,30.6653217
-82.3713072,32.1084995
-82.8023609,31.4577244
-81.6271416,31.6168883
-82.706828,30.6012759
-81.671898,30.928942
-82.7110995,30.8156483
-81.9385286,31.060394
-81.2589304,31.7275586
-82.4003766,31.6994191
-82.0547405,32.4826257
-81.8440915,32.6387756
-83.3946338,31.911593
-84.0168649,31.7538576
-84.6928996,31.9559887
-84.4158115,32.8593849
-83.119901,33.1701743
-82.553544,33.8799945
-83.7041676,33.6804525
-84.2837106,33.382002
-85.253731,33.4037868
-83.8381378,34.1726911
-82.7559864,34.1982791
-83.1032176,34.3932407
-84.5124264,34.906261
-85.497565,34.6117851
-85.424102,34.7223756
-116.3974909,48.5817917
-116.6672685,47.7825805
-116.5560346,46.4532553
-116.1124649,45.8813157
-115.681061,45.8118141
-113.5624829,45.0341095
-115.0979702,44.4572034
-114.1743245,44.6127281
-112.2561867,44.2384571
-115.951094,43.7258179
-113.5630006,43.4619319
-112.7317982,43.1104288
-114.2794532,42.3311564
-112.519388,42.8548166
-116.8492509,48.4797897
-114.8761118,43.9110934
-115.2124573,42.953922
-111.7185508,42.9613154
-116.0228279,47.250284
-116.8391482,46.4470219
-116.034299,45.3898886
-115.9475939,45.3420792
-114.0119991,45.0778394
-116.5087254,44.1957002
-115.4933479,44.9600847
-116.5088281,43.1584349
-115.3610245,43.4135132
-114.252264,43.4007821
-113.8743621,43.3387265
-112.3960119,43.8124267
-111.2006106,43.8248162
-116.9936762,42.6439302
-115.7179519,42.7918728
-114.0888322,42.431685
-113.8402099,42.2100017
-112.3918149,42.4988307
-90.0603721,42.2101956
-89.3321502,42.1593177
-89.0756312,42.0711057
-88.175335,42.1542181
-90.0300702,41.3974197
-90.217325,41.4846401
-89.4568609,41.1849333
-89.7704347,41.3504896
-89.7085965,41.3356226
-89.0175725,41.6502254
-88.8325718,41.0834818
-88.1879809,41.9335847
-87.5816027,41.2187664
-91.0568488,40.8036571
-91.1829978,40.2137205
-90.0013197,40.0810774
-90.9814019,40.6514497
-90.0331516,40.9170762
-90.5087794,40.8602881
-89.6657014,40.6004653
-89.7938841,40.9305488
-88.95069,40.9275498
-88.5584799,40.0787817
-88.6754284,40.8985328
-87.724604,40.6463646
-90.3451209,39.9897988
-90.1660041,39.4187241
-90.4109104,39.799577
-89.5158088,39.5753678
-89.2690071,39.4800841
-89.2049844,39.3998674
-89.4517437,39.5535471
-88.103613,39.8947071
-88.2670255,39.3671938
-88.195176,39.3149204
-88.3865649,39.6153298
-87.7777573,39.318607
-90.2587326,38.3851828
-89.8193422,38.5256201
-89.5364836,38.6981367
-89.6602444,38.6699717
-89.2943026,38.3511978
-88.233672,38.248185
-88.9703208,38.4401577
-88.1676148,38.70688
-88.4287356,38.6772904
-89.2352685,37.2325914
-89.7475091,37.9708433
-88.9437782,37.3198861
-88.5063589,37.5997248
-88.5193033,37.0730417
-89.7648861,42.1401616
-88.9154674,42.3994754
-90.5307719,41.3410603
-89.0833869,41.4844552
-88.5903464,41.311436
-91.1273048,40.0572405
-90.1357207,40.3045239
-90.550608,39.2888385
-89.8313118,39.3988002
-88.0246848,39.1055838
-88.2081104,38.0393916
-89.274296,37.2026548
-88.9445833,42.1740585
-91.3130559,39.9258337
-90.2808839,42.3972257
-89.3817229,42.4617907
-88.5617669,42.2186307
-90.9006359,41.0847167
-89.6694319,41.8306867
-88.4356718,41.5971421
-89.1297627,40.2639127
-88.8718234,40.7542777
-87.5396719,40.0813067
-90.4058819,39.8173797
-88.6689458,39.9526337
-87.706176,39.4014967
-89.3901378,38.8433817
-88.8800235,38.4982149
-89.0775209,37.8620527
-88.9472487,37.2950124
-87.2001879,41.3297597
-86.6205339,41.2735266
-86.2808379,41.0254887
-85.6760109,41.7259077
-84.9394079,41.6024567
-87.3633993,40.6790779
-87.0361216,40.4076491
-86.8139639,40.7078507
-86.1842198,40.5842651
-86.6959256,40.1495187
-85.5449749,40.0330447
-85.9044039,40.8532797
-84.8534885,40.7030618
-87.3743359,39.3319867
-86.2882699,39.6400767
-86.7031329,39.2638847
-85.4688349,39.6847217
-85.4421615,39.4677041
-85.7760939,39.5621707
-84.9764184,39.493804
-87.3919892,38.0976637
-86.7647789,38.7744667
-86.1929939,38.9190517
-85.9410399,38.6631267
-86.1463592,38.2672943
-87.4410458,37.9911389
-86.3655159,41.6368887
-86.0560979,40.2178547
-85.3574289,40.1346467
-87.1967394,41.5361624
-87.3693435,41.3911052
-85.4765733,41.750602
-87.0748779,40.9699502
-86.4502189,40.1985767
-84.9562309,40.8100197
-87.3561447,39.9820787
-87.0543672,39.125475
-86.5484989,38.7671667
-85.1623379,38.9509067
-87.6297459,37.9142237
-91.6797963,40.7698922
-92.8864804,40.6527332
-93.1717427,40.8887105
-90.2964159,41.9751747
-91.2703838,41.5687389
-92.3572989,41.8190707
-94.1444549,41.6586017
-94.0861889,41.7176327
-95.7265309,41.4483667
-90.6070319,42.0435847
-91.4172439,42.1986127
-94.5711599,42.0345317
-94.295246,42.6019638
-96.3743819,42.4902437
-91.8768028,43.0864727
