"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0,0.0706609331233424,0.0719886053745159,0.0692859040522506,0.071282368785433,0.0704647357208711,0.0694068735689707,0.0710843885494863,0.0690892657799888,0.0688997946191889,0.0700212808676843,0.0681008177848007
"2",0,0,0.0680945540253956,0.0697672010683626,0.0725509484164894,0.0679380373732633,0.069006656498274,0.0704562351811584,0.0692976832298171,0.0689401545931945,0.0701185255723002,0.0706181299629735
"3",0,0,0,0.0695023180153785,0.0717668310445114,0.0720526686771865,0.0676663632530111,0.0682140557895376,0.0705999938810931,0.063648250269241,0.0694239504424188,0.0660114876704673
"4",0,0,0,0,0.0714452241332729,0.0701136462976447,0.0692959815841973,0.0676759595154478,0.071521140297903,0.0658257217910839,0.0683772182020424,0.0722907667709708
"5",0,0,0,0,0,0.0689058005793431,0.0715382462897733,0.07051564588508,0.0678037979500795,0.0725681614748773,0.0698544231750603,0.0703757994122116
"6",0,0,0,0,0,0,0.0701453140171399,0.070640644833485,0.0691030710245499,0.0681917194059991,0.0732818017228176,0.0696074150880812
"7",0,0,0,0,0,0,0,0.0694033585486963,0.0719203457601813,0.0673773422888536,0.0700120288162673,0.0733568124496301
"8",0,0,0,0,0,0,0,0,0.069812719512148,0.0676000803618968,0.066299651101369,0.0704062276125652
"9",0,0,0,0,0,0,0,0,0,0.064657496881409,0.0719588060610769,0.0714715225309703
"10",0,0,0,0,0,0,0,0,0,0,0.0651515569439075,0.0668499797663157
"11",0,0,0,0,0,0,0,0,0,0,0,0.0682405882844978
"12",0,0,0,0,0,0,0,0,0,0,0,0
