"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2.78257599398724,0.00251938941991219,0.223652776531545,0.128086706444509,0.000687373520500498,0.674681913604611,0.0176130166276499,2.75181245929673e-05
"2",9.57917169330428,0.00400256385471983,0.406800391884063,0.242418290104938,0.00127514291673016,1.66548847038883,0.0595418918206572,4.76361551001061e-05
"3",5.11651782240689,0.00606317030216381,0.360475572363424,0.171327955548921,0.00105549028047166,0.492631280298133,0.0348846161624911,3.65943385600467e-05
"4",4.13890544484657,0.00661556733076115,0.214541065090806,0.0600080154330723,0.00207685024683327,0.414673027125752,0.0253014915206755,3.37148479976715e-05
"5",7.55048896937527,0.00510197899577155,0.382081074792278,0.316743490101893,0.00152287574929583,1.41769154689508,0.0479542441223225,4.84514473757403e-05
"6",3.04785738292117,0.00597254077095477,0.191825533063525,0.0557656331927345,0.00126250799909897,0.62385421639086,0.0188212975290774,2.64309938777376e-05
"7",2.17876323862664,0.00292170226794535,0.168121739026483,0.0506283785951074,0.000782638541260314,0.290868904456024,0.0148355199114819,2.21317180229475e-05
"8",3.8850418728419,0.0432654964767303,0.194354628720591,0.0554284666534734,0.0016176803687614,0.442981009296241,0.0254832765510941,3.13775154526356e-05
"9",2.86379633234885,0.00321440273157928,0.206179413442104,0.0635947567704394,0.00117926546563833,0.349792455846023,0.0196923488792791,2.79264923234918e-05
"10",6.06305278567157,0.0336936985860597,0.472379579885547,0.332868586157298,0.00553819848411173,0.68558484598995,0.0716513892186609,8.51694493028167e-05
"11",3.26450451721267,0.0109088613577781,0.195699863379167,0.0574612131774271,0.00154203549652617,0.458803475740965,0.0219160768593134,3.11789845777904e-05
"12",3.08451816387491,0.00838565578411354,0.180271950434237,0.0518448563606198,0.00144125815770875,0.327976754715998,0.0208329538440503,2.66779469548724e-05
