"","Crinia.sig","Lim.dumer","Lim.peron","Lim.tas","Para.has","Lit.ewing","Lit.verr","Lit.peron","Lit.rani"
"Crinia.sig",1,0.199262022033322,0.0699661358237327,0.11315427117139,0.274575966282138,-0.0882233449711353,0.125798319572801,-0.223792474971515,-0.751862513359263
"Lim.dumer",0.199262022033322,1,0.124022175422352,0.00943461459261617,0.345564988057639,0.200890183863236,0.394161825408994,-0.0438718560785402,-0.847010127247289
"Lim.peron",0.0699661358237327,0.124022175422352,1,-0.0697541187612977,0.124092012702846,0.0336669695381054,0.220580427387342,-0.086506526178304,-0.676433028462825
"Lim.tas",0.11315427117139,0.00943461459261617,-0.0697541187612977,1,0.133156622222504,-0.37818564398322,-0.081976172172491,-0.500361106774374,-0.672851519600522
"Para.has",0.274575966282138,0.345564988057639,0.124092012702846,0.133156622222504,1,0.0577580956037101,0.356219779733598,-0.180081277977322,-0.944427851875071
"Lit.ewing",-0.0882233449711353,0.200890183863236,0.0336669695381054,-0.37818564398322,0.0577580956037101,1,0.59278503806893,0.23717832790502,-0.98037034902413
"Lit.verr",0.125798319572801,0.394161825408994,0.220580427387342,-0.081976172172491,0.356219779733598,0.59278503806893,1,0.365569126677761,-0.962270810704486
"Lit.peron",-0.223792474971515,-0.0438718560785402,-0.086506526178304,-0.500361106774374,-0.180081277977322,0.23717832790502,0.365569126677761,1,-0.974143428141176
"Lit.rani",-0.751862513359263,-0.847010127247289,-0.676433028462825,-0.672851519600522,-0.944427851875071,-0.98037034902413,-0.962270810704486,-0.974143428141176,1
