"","coefficient","posterior.mean","lower","upper","sd","coefVar","qcd","qcd2","gini","model","species"
"1","intercept","-2.32823082231035","-5.22230551618002","-0.457379134433036","1.15626599944418","-0.496628593850843","-0.326204890178877","-0.838942067185484","-0.274019856408003","boral","Crinia.sig"
"2","log10.p_area","0.875259939037992","0.328634783436996","1.76647523325146","0.316465300376121","0.403173175260474","0.254244330083178","0.686283984307003","0.22112281824698","boral","Crinia.sig"
"3","vertical.wall","-2.31265757233189","-3.60651769551623","-1.23355602210303","0.60938653578433","-0.263500547195093","-0.174659129089489","-0.490273870163369","-0.148701558836668","boral","Crinia.sig"
"4","road.density","-0.790441634170791","-2.71550198306897","1.21491905217937","16.0880095247412","-1.27703654857423","-0.916152641534097","-2.61926279070643","-0.723318093948459","boral","Crinia.sig"
"5","intercept","-3.30849578648074","-7.56035111165262","-0.827626409214101","1.69376890469699","-0.511945311104254","-0.291723453768138","-0.802663655891967","-0.267096701863666","boral","Lim.dumer"
"6","log10.p_area","0.563971519067285","-0.0580264830635069","1.50178583461945","0.35465188695388","0.701209328355184","0.429826692030238","1.0803824861823","0.378502019309618","boral","Lim.dumer"
"7","vertical.wall","-1.19951532247525","-2.57423547645778","0.0994130917391742","0.693474714573384","-0.578129100629051","-0.394647789682283","-1.08033957697573","-0.325780889223841","boral","Lim.dumer"
"8","road.density","-0.157488375812988","-2.00904830752018","1.72214036472164","15.6202738341708","-6.22315987794986","-4.05660847082667","-13.0048287818292","-3.49437667809341","boral","Lim.dumer"
"9","intercept","-0.98971791523004","-2.58309076949075","0.39823738534464","0.774409007664496","-0.782454268784758","-0.507675300343734","-1.3645438071354","-0.430493899805117","boral","Lim.peron"
"10","log10.p_area","0.17671528031626","-0.200556757000043","0.613025493684084","0.185563945311539","1.17090612039449","0.767411596191567","1.97247010094573","0.650759942637545","boral","Lim.peron"
"11","vertical.wall","-0.818762794759043","-1.65004094154132","-0.0469644076399201","0.421195835975622","-0.514429623172579","-0.341192885088198","-0.944650253857386","-0.288227634817507","boral","Lim.peron"
"12","road.density","-0.0685256753380626","-2.10080786338277","1.90921488336957","16.0891899324298","-14.7316595514728","-8.78029574127769","-20.9299043549303","-8.27831984319097","boral","Lim.peron"
"13","intercept","-3.83915412332642","-6.95963461669391","-1.6400634551351","1.40889756283362","-0.366981245757566","-0.24419140263208","-0.618576503166399","-0.202514189877892","boral","Lim.tas"
"14","log10.p_area","1.0346354837185","0.426831022267894","1.87981994920276","0.337976840508605","0.364252176429314","0.240066906438762","0.629912780436167","0.202354541432937","boral","Lim.tas"
"15","vertical.wall","-1.56843257266473","-3.00359414456207","-0.406026288879482","0.654857250044915","-0.417523367888443","-0.248228576858141","-0.761834904027922","-0.230046509599862","boral","Lim.tas"
"16","road.density","-0.79403604028187","-2.64546005935097","1.06481782079884","15.2236606008819","-1.20295587561764","-0.777035637492782","-2.34732299925659","-0.674858486156054","boral","Lim.tas"
"17","intercept","-3.50059460210496","-9.07142562439635","0.109268720143891","2.47608856664058","-0.707333709865082","-0.510253969695794","-1.02438446934399","-0.392610210899642","boral","Para.has"
"18","log10.p_area","0.0837754918582767","-0.925213341169153","1.09538474198989","0.456697542493393","6.07874983531959","4.15023380669771","11.8738993356913","3.36361008435035","boral","Para.has"
"19","vertical.wall","-1.25123743965321","-2.77573399074543","0.353548967045155","0.809122856050534","-0.646658124516152","-0.415005353992769","-1.29192564860718","-0.361940148629372","boral","Para.has"
"20","road.density","-0.477344714974181","-2.36343886708419","1.4799999424879","16.1494864068338","-2.12274299426746","-1.34777872723294","-4.35054275124728","-1.19719427394069","boral","Para.has"
"21","intercept","-2.45860790688076","-6.22169356990622","0.833269130900199","1.71249752644789","-0.696531367061507","-0.433272881943652","-1.3092811786942","-0.386861659091722","boral","Lit.ewing"
"22","log10.p_area","0.922883610261098","-0.070801546751343","2.25203962466699","0.517280513370522","0.625002518611332","0.415694745558104","1.06491867849565","0.347108381154854","boral","Lit.ewing"
"23","vertical.wall","0.704075902572924","-1.04556758921528","2.19628184691956","0.809670916776087","1.14997674798596","0.686297628097888","2.81724973374577","0.643247630669204","boral","Lit.ewing"
"24","road.density","0.012254807345647","-2.15912490747762","2.08867067722734","16.6608510827062","85.3024517779199","41.6292516092844","-60.2915619064294","47.870781633499","boral","Lit.ewing"
"25","intercept","-6.68335215232721","-12.6786183930999","-2.08427879848116","2.65875282833951","-0.397817258127525","-0.272408264544855","-0.717632823498931","-0.223812678672356","boral","Lit.verr"
"26","log10.p_area","0.760587313456064","-0.369333539683022","1.94371500713168","0.535772480046452","0.785477786592966","0.531685465429742","1.46917922666041","0.440887788255607","boral","Lit.verr"
"27","vertical.wall","-1.2142173245038","-2.89937773562655","0.473429404726191","0.865837648101954","-0.713082930566638","-0.465304165091544","-1.39030460681781","-0.400451885438324","boral","Lit.verr"
"28","road.density","-0.172405861175437","-2.14143286892695","1.89387446089668","16.3227424452609","-5.94034845944362","-3.799995226212","-16.3004252690548","-3.35823237919147","boral","Lit.verr"
"29","intercept","-11.9003220642073","-22.2632830755325","-4.05381162525046","4.79685129798605","-0.403085838526468","-0.289378614168978","-0.691925596549239","-0.227504517446091","boral","Lit.peron"
"30","log10.p_area","0.627282723790247","-1.15025510892874","2.38216626608543","0.822784821034474","1.46259985804165","1.03248045156455","2.86743192030759","0.825833538695829","boral","Lit.peron"
"31","vertical.wall","-0.218333667340943","-2.10283281511948","1.6385350798202","0.952393376694819","-4.36210039566454","-2.97827939169055","-8.05812221446242","-2.45409161697702","boral","Lit.peron"
