"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",135.070491129827,1015.55811144872,373.397884189364,802.49028720087,1541.11175189315,2069.71900379356,1327.79097636991,1367.2639792946,792.193983062216,694.811601629388,1287.15970760843,1640.82711909786,1472.66492295668,1871.9183574207
"2",149.734675104671,290.917316276951,282.20424679546,509.597980007869,903.846713482206,774.572127801259,543.779706524863,425.263691260243,695.393369212921,544.410941706037,1004.04468297422,975.410259535499,913.351358423856,1205.49984303246
"3",209.93751444851,87.1803166457142,189.224604906275,195.725491031311,177.863664006967,617.419536566656,703.932813461723,334.628579889769,736.61687712995,621.132515840203,760.938619526795,682.621723630863,575.883937841511,942.628211643744
"4",139.228976632809,915.938498014672,321.84457354413,1282.01607277855,424.864563872554,1267.55999255905,725.223323849825,904.144326334525,623.282724343707,490.144220629522,1036.11288757119,1200.06719245212,1100.15794989236,1345.03487652392
"5",121.419073250438,3212.69149801392,227.31921345026,2546.59776259411,719.91234163048,1651.74999881343,1571.63939892483,1840.58420561155,862.557146087815,565.945884919581,1572.37510557609,1901.07353931077,2287.47785035546,1593.45395462339
"6",134.590923599696,2068.98561213524,282.153620547073,2670.56555018982,861.8515422556,2412.49468646071,1277.65014424048,2658.62308470838,729.538931450994,604.783495201613,1802.85873726609,2367.66374147278,2062.35440203329,2002.78181627079
"7",117.123223799322,1334.27568073866,312.622868802336,1445.58647272525,711.994305023856,1313.5595833294,831.153784817992,652.474710463944,654.016890334843,536.41233073954,1211.04226857293,1212.29306166904,1048.46659338524,1362.58165487647
"8",148.201991328211,2845.2059042836,325.512443975179,2699.11255990053,534.738772983899,2427.55696851203,1845.60094984268,2381.34708569123,882.247600618162,632.034679997153,1468.75954433038,2523.72842343277,2294.11132365224,1519.46309408179
"9",297.600545537831,2911.71035482076,433.963641397341,939.909747760945,2209.51092468968,1760.37062672686,1141.29996725096,1320.07697674638,892.122555546058,583.160839103452,845.494927548164,1733.83648687122,993.954780270107,1346.2740151863
"10",182.212941222361,3147.0321741396,368.09012484753,884.175322234916,1530.82242702593,2125.79828805529,1419.37917002023,2004.52076234321,957.160071254455,687.568445750548,1205.4560391186,2081.65874903749,2087.34499000844,1558.93429392587
"11",140.084437276173,59.0534911840405,569.905128426023,849.875627994578,320.640688123301,653.609253647336,790.010636326166,365.193227847808,618.400204490395,455.201988975422,890.814411404218,1019.41831443968,656.817760980291,935.648732353077
"12",127.543066398662,579.043069838177,466.965797073357,1035.37739931528,288.45772386584,1575.44563942132,979.395614169289,1098.02436148396,579.695738045127,612.678317095704,1312.65300070222,1195.95910088925,1608.86374286035,1498.21939146934
"13",121.893968507787,1310.12534638361,240.484723724219,1990.59018126456,327.758319304292,2515.74386194915,1364.88091782429,1835.14445737095,746.327859328916,556.028882294935,1403.00837041567,1777.43066525595,2181.35944705262,1818.18115791121
"14",141.451619802916,90.3924135518774,323.290066976335,552.692115077325,255.02861440839,944.049178259214,525.861050862388,352.148350739123,474.429105074319,491.320366819793,626.946626809156,850.919317644427,800.278443249519,812.449987820082
"15",126.500596706408,967.575610574925,273.688694232604,1388.43826396613,506.821271054345,2093.79573896641,1126.15197574615,1729.33010876197,674.431538130018,629.595026319431,1183.93977495831,1405.56682303501,1924.50351193581,1874.12873049969
"16",121.768742428114,971.684731107728,375.388561726109,972.219870336564,280.689556679927,1385.82232259034,697.368231590405,776.341867196511,586.930626642778,556.796243156647,1157.22239803159,1328.18411898688,1612.64010211497,1316.25298881528
